disruption_id,route_id,disaster_event_id,disruption_type,start_date,duration_hours,severity,detour_available,detour_extra_km,detour_extra_hrs,affected_supplier_count,estimated_supply_delay_days
bdff22be-baf6-4667-8273-a7fe4962567d,a40cb5df-31d7-4089-b3ac-c183094e4586,59b8c836-2549-40ba-9c5d-8dd47dbcefe8,traffic_jam,2020-05-16,38.5,3,True,55.2,,7,2.2
3d0a4fc5-ecdc-4303-91bd-13e563526f07,0e7ddc56-83e1-4796-bd86-1b7adf87a0ad,59b8c836-2549-40ba-9c5d-8dd47dbcefe8,traffic_jam,2020-05-16,49.3,3,False,57.4,1.4,7,3.1
2f6266b7-05d3-4f0e-b0e7-31e8cc608535,c73257a5-55b1-4963-ac9b-56533fcca73a,59b8c836-2549-40ba-9c5d-8dd47dbcefe8,vehicle_breakdown,2020-05-16,80.1,3,True,77.3,1.3,4,5.2
0d46a73e-195e-48e6-abe5-33b84661511b,67837a39-b2dd-4012-ae6a-7508e5096107,5f041ac8-47bc-4bdc-9914-50aa963aedb0,flood_submersion,2021-10-07,30.0,4,False,40.6,,2,2.6
2df23f04-c8b9-460d-90e3-8514e9d35429,1fa93dc1-1e33-4be2-9571-b8b3a21aca23,5f041ac8-47bc-4bdc-9914-50aa963aedb0,flood_submersion,2021-10-07,49.8,4,True,32.8,2.2,2,3.7
503954e1-d1bb-451a-abd4-9f384b809338,5bf5c81a-170c-46c7-9f20-7163ee86505e,5f041ac8-47bc-4bdc-9914-50aa963aedb0,bridge_damage,2021-10-07,134.4,4,True,51.8,1.2,7,7.4
28f9a689-b8c5-4bc6-b656-ee5ee7989d94,06cab32e-3825-48de-ae8d-eda78f6036ae,5f041ac8-47bc-4bdc-9914-50aa963aedb0,bridge_damage,2021-10-07,103.1,4,True,29.7,1.8,5,5.6
173e1cc6-c25c-4f5b-b355-3683ad46b181,f9d70533-578f-49c3-97ce-9cf0df4531e1,5f041ac8-47bc-4bdc-9914-50aa963aedb0,curfew,2021-10-07,68.7,4,False,,,7,4.1
34fa879e-6e73-4d22-87cc-62a03bbd6e65,225969a0-67da-4c30-816a-a92f211e1316,5f041ac8-47bc-4bdc-9914-50aa963aedb0,flood_submersion,2021-10-07,61.6,4,False,,,4,4.1
eb5bbea1-0cfc-43ab-a067-60a73a1964dc,57ea5cd0-1a1b-4847-b634-5d01c2a2826b,5f041ac8-47bc-4bdc-9914-50aa963aedb0,road_blocked,2021-10-07,53.5,4,True,15.9,1.8,4,3.7
7e3fd265-2d7e-4c53-aff8-10c29e18faf5,a10b0d3e-2ffc-44c9-a3c0-654a0cf554a1,5f041ac8-47bc-4bdc-9914-50aa963aedb0,road_blocked,2021-10-07,94.8,4,True,,0.5,2,4.5
f99a9399-4158-40f0-bd9f-1d35ce9a6383,0c20ad93-6db3-4fcd-a5a3-d93b9724915c,5bfbe139-826c-4c5a-9811-563f40c7a40f,vehicle_breakdown,2022-09-10,73.2,3,True,62.0,2.3,7,3.7
c04a807d-7474-4a2e-9ad2-a4525137d96c,cffb8bf6-fd2d-4a05-8c57-f3d05c6345b5,5bfbe139-826c-4c5a-9811-563f40c7a40f,flood_submersion,2022-09-10,57.1,3,True,78.6,,7,3.2
0d36ac12-0de5-411c-9f82-f581fe180f08,ee07f6e9-7da0-4e9f-9208-81efa63eed5f,5bfbe139-826c-4c5a-9811-563f40c7a40f,curfew,2022-09-10,50.6,3,True,,3.7,3,3.1
e3650b29-8200-4f7e-95d6-feb904765cd8,0c7811fc-2442-424b-ac5c-35bd219882ef,5bfbe139-826c-4c5a-9811-563f40c7a40f,traffic_jam,2022-09-10,101.5,3,False,46.4,,2,5.7
2f185553-6a15-4892-90d0-66b63da06504,65ec3cc8-d38f-40c6-ad4a-9426449b269b,5bfbe139-826c-4c5a-9811-563f40c7a40f,vehicle_breakdown,2022-09-10,73.2,3,False,,1.1,7,4.6
f1635388-b723-43ec-bd93-147e416b3e0c,8e8ea58c-5e00-4013-8f91-130a0e9516d4,5bfbe139-826c-4c5a-9811-563f40c7a40f,curfew,2022-09-10,59.2,3,True,,3.9,4,3.5
479afc80-36b2-4f1d-881b-6e0f7cf55116,e3e24ee3-5f33-4e04-9038-1fef5293568b,5bfbe139-826c-4c5a-9811-563f40c7a40f,flood_submersion,2022-09-10,80.9,3,True,45.5,3.3,7,3.9
c830f526-d6da-4c05-9efa-b6104e60fb51,95df8163-6aef-437f-b0e9-1d464a98df49,5bfbe139-826c-4c5a-9811-563f40c7a40f,vehicle_breakdown,2022-09-10,60.0,3,False,73.8,0.5,6,3.8
23ee4c8a-eb1b-4a61-b649-98519558d211,159fe2f7-36c5-4834-b289-f7ba82fd4240,5bfbe139-826c-4c5a-9811-563f40c7a40f,bridge_damage,2022-09-10,35.0,3,False,,,1,3.0
01d0d0f9-4ebf-4165-8c87-689508b8f9f1,4719b9fe-cb11-4cea-b2c4-90a6f2a44246,5bfbe139-826c-4c5a-9811-563f40c7a40f,traffic_jam,2022-09-10,83.7,3,False,,1.7,5,4.7
a5b51969-34a4-4c7a-b65c-b0dc3e51b7ac,2707504a-b274-4fc5-b610-b911e7401045,5bfbe139-826c-4c5a-9811-563f40c7a40f,road_blocked,2022-09-10,54.3,3,True,40.0,3.4,2,3.3
b660f478-f260-4f54-9753-3f91e5406340,e7f6d4f3-9115-4541-944f-804a8b3a82a9,273d1c10-bd5b-4361-85a6-2b2aeab1574f,traffic_jam,2023-09-22,103.1,3,False,39.1,3.0,4,5.8
c447a2f9-6ece-4f1a-9219-8b37659f6520,e68ed18b-eaa3-47ce-a27d-3805082adc04,273d1c10-bd5b-4361-85a6-2b2aeab1574f,curfew,2023-09-22,85.7,3,False,73.8,,5,4.6
6e81366f-1126-4a0c-a1c5-4dd0d0a73f12,03ee748c-024e-4d42-911c-f792bae1c131,273d1c10-bd5b-4361-85a6-2b2aeab1574f,flood_submersion,2023-09-22,90.1,3,True,79.5,2.1,7,4.8
e7a5eda9-d266-4d87-a7a6-8206fa1ca585,f8f80c3d-3810-4ca0-9c1c-e0234af1ccb7,273d1c10-bd5b-4361-85a6-2b2aeab1574f,bridge_damage,2023-09-22,34.7,3,True,28.0,3.3,7,2.4
68108f59-d1d8-402d-b42c-039542556f58,bd313472-395d-4236-b400-a10faf5ef85b,273d1c10-bd5b-4361-85a6-2b2aeab1574f,flood_submersion,2023-09-22,67.6,3,True,56.1,1.7,2,3.5
4168d3f7-2d25-472b-9b17-c8dd433916a1,07e035dd-1ca1-44dc-bd81-84e5ec1ea371,273d1c10-bd5b-4361-85a6-2b2aeab1574f,flood_submersion,2023-09-22,23.1,3,True,29.5,3.3,3,2.1
630279e7-c191-4fcf-af3d-874d5aee22d5,1cf982c0-e76c-4c0a-94b1-3061f25cacdf,273d1c10-bd5b-4361-85a6-2b2aeab1574f,bridge_damage,2023-09-22,65.0,3,True,34.4,2.4,2,3.4
b057d3aa-339b-45a5-a498-999ff8dcea4e,be54c1c2-ac1a-4ee2-b1a3-bebd016d1c71,273d1c10-bd5b-4361-85a6-2b2aeab1574f,traffic_jam,2023-09-22,99.7,3,False,73.9,0.8,3,4.9
dc25ce40-8b75-4037-91a0-9dd4757a1d3c,66560bf1-99f1-436a-b334-9be6bb0b6339,273d1c10-bd5b-4361-85a6-2b2aeab1574f,flood_submersion,2023-09-22,101.6,3,True,,2.3,2,4.9
fa54c9ea-b021-413f-92fe-2cfeba1de4b2,59936f7c-a3b2-4bfd-9c5d-65338557182a,3671abef-0960-4732-9964-7eedf390b746,bridge_damage,2020-05-07,33.3,2,True,65.4,,4,2.6
8c5347c5-ba15-4a93-acd8-3cb16f9a44de,b5e39c17-cbc0-439c-b27b-d0e6cdaa1035,3671abef-0960-4732-9964-7eedf390b746,landslide,2020-05-07,29.6,2,True,59.6,0.5,4,1.8
e6706587-b967-4392-81bc-eb3fa8ff0b1d,42b729d7-4560-4860-88ed-863d212e858a,3671abef-0960-4732-9964-7eedf390b746,landslide,2020-05-07,21.0,2,True,,1.9,3,2.3
689aa5aa-db1a-4bea-bf9a-ef74379d70f6,b3c12782-6fcb-4d12-a0ea-ae8f884ac2a3,3671abef-0960-4732-9964-7eedf390b746,flood_submersion,2020-05-07,62.1,2,False,,,5,4.4
0d191c77-30a7-4dde-a6e4-5d8f7aa4ca5a,ee8ea54b-f4b8-44ef-8176-c4592acde703,3671abef-0960-4732-9964-7eedf390b746,traffic_jam,2020-05-07,43.5,2,True,,1.8,3,3.1
be7421c7-91d9-44cb-ac67-43e101f4b8c0,3b18b907-9084-47c4-8c25-a8b5f324548a,07233c71-9e4f-41d8-a803-743588ed1c31,vehicle_breakdown,2021-05-01,34.0,2,True,50.4,2.2,4,2.6
a334e8cd-1f18-444b-8c58-3f152e80a7fd,1d0e6f80-0c50-4d5a-afe7-59fbd399379e,07233c71-9e4f-41d8-a803-743588ed1c31,traffic_jam,2021-05-01,9.9,2,True,23.2,,1,1.9
a7690802-1a74-4375-9c0d-638a2421f66c,a66062f4-b8a6-4e8a-9c1f-e0bed6e63786,07233c71-9e4f-41d8-a803-743588ed1c31,flood_submersion,2021-05-01,21.9,2,True,16.4,,5,2.6
742b4b14-4059-4060-b834-3758be7fb678,3547ff9c-4b2e-43f3-8929-c515dab18679,07233c71-9e4f-41d8-a803-743588ed1c31,bridge_damage,2021-05-01,47.8,2,False,,1.2,5,3.1
575acb77-acd1-41c1-8cf4-6a8e3e3f8a03,a8a6f823-f677-4d44-af45-b4f55c1e18d2,07233c71-9e4f-41d8-a803-743588ed1c31,traffic_jam,2021-05-01,29.8,2,True,66.8,3.3,1,1.7
36554951-77e5-462e-9427-acd3e9595b69,2ec9735c-8d8f-4341-900c-d58b69aad63f,07233c71-9e4f-41d8-a803-743588ed1c31,landslide,2021-05-01,62.2,2,True,,,3,3.1
7b9b8f84-8028-4e82-bbf3-b69b4cbbd561,b2137968-594b-4d5a-89c9-e2d76e96d531,07233c71-9e4f-41d8-a803-743588ed1c31,landslide,2021-05-01,24.8,2,True,76.5,,2,2.6
2e509df1-de25-4565-a8bc-e2ec9111e216,a1fb0c1f-dd16-4c46-b1f6-bb87c6dd9e7e,07233c71-9e4f-41d8-a803-743588ed1c31,traffic_jam,2021-05-01,66.8,2,True,68.6,,3,3.5
c5904ad0-11fd-439c-8e37-401737ae78f3,86efa444-7f60-4a2e-ab32-ef0b5b8d1c84,07233c71-9e4f-41d8-a803-743588ed1c31,landslide,2021-05-01,39.3,2,True,57.1,3.2,1,3.2
d21e9f20-1147-407e-8fbd-76e0588f5ac5,10d3fe46-24a1-4e69-a8dc-18facc255b04,07233c71-9e4f-41d8-a803-743588ed1c31,bridge_damage,2021-05-01,48.9,2,True,28.3,,4,3.5
960912b6-86f1-4aff-93c4-d945f58160fc,e6538033-e2d9-4ea5-853b-5bd069c30d5e,07233c71-9e4f-41d8-a803-743588ed1c31,flood_submersion,2021-05-01,26.0,2,False,,1.1,2,1.7
8ca2d027-e563-4760-8c13-87b4ae9f1fde,a7cf00a8-a44c-4e01-853f-984a5a44ad61,c2b3c087-18ae-434a-afb7-ecd1a0fbd1b3,vehicle_breakdown,2022-12-09,73.3,3,True,29.4,1.4,5,4.6
00ff828c-65c4-4a3d-b136-40bf976822ff,a2181b58-4577-46bc-ae82-25bcbba8d0c2,c2b3c087-18ae-434a-afb7-ecd1a0fbd1b3,landslide,2022-12-09,99.0,3,True,67.4,1.8,6,6.1
5ddf22a0-bbcd-4824-b89f-a81ce2ea2213,a265ca8f-6ac7-4cef-8a73-4758b6fadd59,c2b3c087-18ae-434a-afb7-ecd1a0fbd1b3,flood_submersion,2022-12-09,86.0,3,False,53.1,2.1,4,5.3
9a774878-e6bf-4997-bbce-c7bbead82429,008f03e2-2700-4c8e-a03d-83d07e495dfe,c2b3c087-18ae-434a-afb7-ecd1a0fbd1b3,bridge_damage,2022-12-09,49.5,3,True,,,1,2.9
abb993b4-74ae-43f7-a57f-57904352946d,ca055037-7687-4d28-94d9-7d1720cf3f9c,c2b3c087-18ae-434a-afb7-ecd1a0fbd1b3,bridge_damage,2022-12-09,71.4,3,True,17.7,3.2,3,4.0
9315ec5b-c4cd-4ea6-bf59-7aafca93e36c,220c5baa-1bad-47b1-b3f9-f0449bffbc8c,c2b3c087-18ae-434a-afb7-ecd1a0fbd1b3,vehicle_breakdown,2022-12-09,50.3,3,True,,,7,4.0
7be978a4-54ea-4c12-ad3d-c4ce8ba3cabc,fbd68f94-f85e-486a-b687-7f4ed8597ea5,c2b3c087-18ae-434a-afb7-ecd1a0fbd1b3,landslide,2022-12-09,59.6,3,True,39.2,0.8,7,3.6
83f98af8-ab75-4616-b577-1b1ed88832d6,a29eb98c-ff84-44c6-b096-708efe0bd7a2,fe09c0aa-e50f-46fd-a1f8-e37681ce7dec,curfew,2023-12-16,54.3,2,False,62.7,0.7,4,3.0
0331f8ea-36dd-4c28-b800-1428f2c9dda2,2d584198-a0a5-40c7-bc28-9d054a9f44ea,fe09c0aa-e50f-46fd-a1f8-e37681ce7dec,road_blocked,2023-12-16,62.6,2,False,54.8,1.0,3,4.1
06b1c076-3bbd-4c05-b942-c248725c75ce,93568c87-5c1a-4c4e-b212-e86c6ebb853e,0fad425e-d80f-420d-b10f-12a7382f3b80,landslide,2022-09-05,17.6,2,True,20.9,0.7,6,1.7
26bd96f4-dda8-4a6e-a5f1-42256f390049,b9d9fa73-e9d0-4740-a8eb-ca87f27edbe3,0fad425e-d80f-420d-b10f-12a7382f3b80,vehicle_breakdown,2022-09-05,30.9,2,False,24.1,,4,2.0
54ec34dd-60f2-482e-a949-cb4eb6a4d883,0ef5658c-8db3-44e0-bbb6-f91bcdae9655,0fad425e-d80f-420d-b10f-12a7382f3b80,landslide,2022-09-05,31.2,2,True,,0.8,7,2.9
b89d6d88-6246-43de-9684-cc58e1ceba28,3debfb2a-7aaa-43e1-ad57-12d0b373de43,0fad425e-d80f-420d-b10f-12a7382f3b80,vehicle_breakdown,2022-09-05,53.5,2,True,42.0,1.5,4,3.9
57d34d3a-5777-46b6-a16b-da6c0fa7ba22,333e6661-1a6e-453d-98d2-a6541995beb1,0fad425e-d80f-420d-b10f-12a7382f3b80,flood_submersion,2022-09-05,52.3,2,False,37.8,,6,2.9
4b45060f-cf0c-4552-bc88-19aba8da4367,fe40e44b-1e13-4f3c-88db-50d56654a9ce,0fad425e-d80f-420d-b10f-12a7382f3b80,vehicle_breakdown,2022-09-05,17.0,2,True,,2.1,6,2.4
90bb651a-3133-4469-ab46-69c104fa71d3,368212e4-701d-4a5a-bee3-379e65ace715,1daeb6f3-9570-4008-8e89-ff6eef33a18e,flood_submersion,2023-08-15,48.8,3,False,,1.3,6,3.1
1ecdfaed-c585-450f-9625-42c7f8ad85fa,1472170b-758c-4c76-845c-2263f435d070,1daeb6f3-9570-4008-8e89-ff6eef33a18e,landslide,2023-08-15,96.3,3,False,,2.2,7,4.9
5afbfc6f-e9cf-4a60-ac08-3572791817a7,95df8163-6aef-437f-b0e9-1d464a98df49,1daeb6f3-9570-4008-8e89-ff6eef33a18e,bridge_damage,2023-08-15,38.3,3,True,41.7,1.6,5,2.6
5422ce2a-8b00-4576-bc18-637b95cc37d1,86efa444-7f60-4a2e-ab32-ef0b5b8d1c84,1daeb6f3-9570-4008-8e89-ff6eef33a18e,landslide,2023-08-15,77.9,3,True,,2.5,2,4.9
60faadc2-adb3-440a-976d-eb6b0fc182c5,beda7d80-a1fc-4668-9730-225294c0c8a2,1daeb6f3-9570-4008-8e89-ff6eef33a18e,road_blocked,2023-08-15,61.0,3,True,,1.7,3,4.3
85719a8f-db50-430b-9742-1b6bce07dce6,5c81f013-e947-4607-9edb-694dc41604e2,1daeb6f3-9570-4008-8e89-ff6eef33a18e,traffic_jam,2023-08-15,71.2,3,True,70.8,,7,3.9
031cc36d-1f69-4be4-964a-e8e68c80c984,46193e95-4ef1-4fab-a58e-f9b7ba3c7de4,ae6cb853-0794-4f9d-ba17-5262188a7de3,road_blocked,2022-09-27,67.3,3,False,37.7,2.2,1,3.8
b7b03139-043c-402a-96cb-8b7a3264c910,d91d7834-0c29-41e5-8421-86d50abb7c83,ae6cb853-0794-4f9d-ba17-5262188a7de3,curfew,2022-09-27,19.0,3,True,68.0,2.1,6,1.5
5870dc79-c362-4899-b8e3-56a0ed355763,59fe217e-995e-432c-8704-05df30abd0ba,ae6cb853-0794-4f9d-ba17-5262188a7de3,traffic_jam,2022-09-27,63.0,3,False,46.4,,5,4.5
681aa2f9-d318-49fb-9737-4042b5de29a1,30ee6dcd-a0a7-4f61-8dfd-a69da12c965e,ae6cb853-0794-4f9d-ba17-5262188a7de3,flood_submersion,2022-09-27,90.8,3,True,49.2,2.0,3,4.7
fcf5b339-5a4f-4ba3-879e-8db1cbe8c289,30ee6dcd-a0a7-4f61-8dfd-a69da12c965e,9b51930c-e88f-466e-aafd-2fd7150b9f00,flood_submersion,2023-07-20,71.5,2,True,77.2,3.2,5,3.8
fb7a7bac-fe14-46d7-841c-92592b512ff1,11c28de8-4bbf-4d5a-933c-1d66b2e156fa,9b51930c-e88f-466e-aafd-2fd7150b9f00,landslide,2023-07-20,24.6,2,True,,1.1,1,2.6
36c9b02d-fe75-48a6-947a-db208dcdfdd3,94101974-f817-4caa-afc1-805fb01c679f,9b51930c-e88f-466e-aafd-2fd7150b9f00,road_blocked,2023-07-20,68.9,2,True,,3.4,3,4.7
52115e97-95c1-4a5a-a572-c98c36e8853c,93568c87-5c1a-4c4e-b212-e86c6ebb853e,9b51930c-e88f-466e-aafd-2fd7150b9f00,road_blocked,2023-07-20,48.8,2,False,62.6,,6,2.9
a2c174cb-ccdf-48dd-b038-30cd65c02a5d,dab9b4c5-801a-4956-8c4b-c4060f5373c7,9b51930c-e88f-466e-aafd-2fd7150b9f00,flood_submersion,2023-07-20,66.9,2,False,,3.4,3,4.7
54f49d1b-9940-42de-b63b-66810adf7b32,cfc592bf-f1f3-445c-a3df-132d6cc7f7c6,9b51930c-e88f-466e-aafd-2fd7150b9f00,curfew,2023-07-20,9.5,2,True,61.7,3.5,3,2.2
e772d581-3e55-4eb2-a520-603c56fbbf08,25b8ca8f-79f9-4f7f-82db-98fe5d7d5908,9b51930c-e88f-466e-aafd-2fd7150b9f00,curfew,2023-07-20,31.6,2,False,,1.7,6,1.9
6c3df704-3b97-403f-95a1-23d0c6ac691d,3e1a7873-98b7-4e30-a22c-db27030c3ced,9b51930c-e88f-466e-aafd-2fd7150b9f00,flood_submersion,2023-07-20,41.1,2,True,76.8,3.5,2,3.4
0aac2eee-7ffc-47ca-9be9-9464b0119722,2b48633b-c46d-41c8-9463-b6a32f9029e8,9b51930c-e88f-466e-aafd-2fd7150b9f00,bridge_damage,2023-07-20,56.6,2,True,71.1,,2,3.2
f08dd14b-b114-496d-b1f5-ba8a8d1a1959,5d475dc1-aaa4-445c-a65a-fee7970d1bb6,9b51930c-e88f-466e-aafd-2fd7150b9f00,road_blocked,2023-07-20,43.5,2,True,63.9,1.1,6,2.4
7255745b-6d22-4cb6-acaa-fc93601a0238,54a8943f-707e-428c-ad45-21e74a525ca2,99ff47b6-1946-4632-aa5e-934d29c32916,road_blocked,2024-09-17,25.3,4,True,,,2,2.1
d48df93e-96b7-4111-9d98-63e78d6cf0ac,978b38ff-f047-413e-a3b8-7ab78d46324c,99ff47b6-1946-4632-aa5e-934d29c32916,road_blocked,2024-09-17,26.7,4,False,31.3,3.9,5,3.1
8b160487-952d-406d-a782-9d8c6e2b4f64,31e5d63d-6215-4111-842f-176364f2dff6,35c5f5f1-29d1-4689-b243-30d318325ee8,vehicle_breakdown,2024-09-08,22.1,3,True,,2.5,4,2.2
ae0df51e-5e2a-4d19-a6c1-43be55d3a66b,e4280b7d-4c22-44ce-9d2a-a77cba6d079b,35c5f5f1-29d1-4689-b243-30d318325ee8,bridge_damage,2024-09-08,23.2,3,False,52.8,,7,2.2
1067df12-6251-473f-bc57-fbe11cd28bc0,ecb1f43c-9626-4220-9463-8b96a11ee509,35c5f5f1-29d1-4689-b243-30d318325ee8,flood_submersion,2024-09-08,42.2,3,True,35.0,1.4,1,3.1
f300deba-38a7-4b3c-9e04-4a208dde34cc,bd31f138-4979-4bc7-a91b-5fa2a4ea816b,35c5f5f1-29d1-4689-b243-30d318325ee8,vehicle_breakdown,2024-09-08,50.5,3,True,,1.0,1,3.9
4a810c87-9661-4ac0-a857-d4b2635e10b2,83ba4623-254e-4346-b7bd-938804088f42,35c5f5f1-29d1-4689-b243-30d318325ee8,curfew,2024-09-08,24.5,3,False,,1.5,2,2.8
854a11ac-04ca-40c2-b7ee-0602f5cd0235,f42d78d9-2469-4040-8365-c9cc9b156913,fdec6630-cd8f-4fc6-a388-c7a9a22bc6e9,landslide,2024-05-13,85.8,3,False,,3.1,3,4.1
9ac249b3-e516-449c-b276-faca85e5520f,e6538033-e2d9-4ea5-853b-5bd069c30d5e,fdec6630-cd8f-4fc6-a388-c7a9a22bc6e9,traffic_jam,2024-05-13,97.7,3,True,,1.3,6,5.6
c7840129-f527-4fb6-961e-4573e700d413,dfbb368f-b4c2-45a6-a494-3a4d8d5150ba,fdec6630-cd8f-4fc6-a388-c7a9a22bc6e9,traffic_jam,2024-05-13,25.2,3,True,68.7,2.7,7,2.3
a47f2104-4a1f-44bc-b68b-fd522957ecb5,b5b1dfbf-2ef8-4b40-9314-15b6f135123a,fdec6630-cd8f-4fc6-a388-c7a9a22bc6e9,flood_submersion,2024-05-13,48.0,3,True,,,5,3.9
a1c00561-4555-460b-bdd2-293662d81e0a,027c18f1-eac8-4387-9a7a-2398111374a5,fdec6630-cd8f-4fc6-a388-c7a9a22bc6e9,landslide,2024-05-13,82.5,3,False,,3.7,1,4.1
e1c56959-bd55-4ead-abc3-c90a04aaee3d,586baec0-fcc6-496d-9f07-f707c9139e10,084dbc6d-97d5-4921-9f52-f51c3c5668eb,road_blocked,2020-01-08,37.1,2,True,50.0,,6,2.5
8821551a-4b8d-4f20-80d6-e6cbf78fe5b4,c6b4e468-3d5c-4f69-ae23-5c226deca405,084dbc6d-97d5-4921-9f52-f51c3c5668eb,bridge_damage,2020-01-08,52.9,2,True,,0.5,3,4.1
538a6384-bcb0-4563-bab6-a3de5abf50ee,7a326edb-6812-43ef-8a24-19d2bc264bdc,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,road_blocked,2020-03-23,14.3,1,True,,1.0,1,2.2
7ac83412-8975-463b-b914-c1293ba8e0d3,10d3fe46-24a1-4e69-a8dc-18facc255b04,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,traffic_jam,2020-03-23,4.6,1,True,43.5,1.8,5,1.2
65c6f130-9c64-4348-80b9-d68759ab36d6,0e7d1902-3a46-4f76-a207-b62332badcd3,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,traffic_jam,2020-03-23,32.4,1,True,,1.8,3,2.9
508134f7-67d3-48c6-af3a-d4fe5a5ad1c8,17bf63de-402a-44fe-8249-bfe80d0669f0,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,road_blocked,2020-03-23,16.4,1,True,,,6,2.3
c32613e8-cf42-4b9d-93bb-01d051d709ff,a6854fef-95de-4d15-8675-b449122e74de,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,bridge_damage,2020-03-23,16.6,1,False,18.0,1.3,4,2.3
045e3b08-396e-4311-8cf0-44454455f716,72308503-838e-4ac2-bec2-43248348977b,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,road_blocked,2020-03-23,7.2,1,True,,3.8,1,1.0
07827a5d-7620-4b3b-9360-7ab712bbd7e5,a8a6f823-f677-4d44-af45-b4f55c1e18d2,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,road_blocked,2020-03-23,4.7,1,True,65.4,3.7,2,1.5
066bcd24-cd09-4453-80c7-4b5e2659b2cb,1d0e6f80-0c50-4d5a-afe7-59fbd399379e,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,curfew,2020-03-23,26.3,1,True,38.0,2.5,7,2.0
bf0fab67-0b72-4010-97c9-0cae82f4746f,6f93b72d-2b66-4747-aa73-3e114880a222,242bdcfa-0b9e-4ea7-8946-908c4f94afe7,flood_submersion,2020-03-23,35.4,1,True,38.4,2.0,3,2.9
b58c08dc-7e81-45d9-89da-cb173b752fa3,fe894765-a9b1-4fff-8459-941986178edc,7d44879d-430a-4edb-b0bd-46828bebef31,bridge_damage,2025-01-24,18.0,2,True,,1.6,5,1.9
c701c8a4-b5a5-4f28-b382-844529b5eb40,8fbbb08d-009c-4b7b-9356-a8d433c1f5a5,7d44879d-430a-4edb-b0bd-46828bebef31,curfew,2025-01-24,53.8,2,True,,3.9,7,3.8
d785e589-577e-4c2d-90fd-f31596af6d55,2edeb743-9bae-4be0-890c-3f7dff91a6ce,7d44879d-430a-4edb-b0bd-46828bebef31,landslide,2025-01-24,32.1,2,False,71.6,,2,2.7
4507add1-020f-456c-854e-246fcc403083,0e184ad2-e783-45b9-bb06-6b50bc6368a0,7d44879d-430a-4edb-b0bd-46828bebef31,curfew,2025-01-24,24.0,2,True,,,2,1.8
