item_id,name,category,criticality,daily_consumption_normal,daily_consumption_disaster,disaster_surge_category
8c935ecc-a094-4022-90e5-f8508c4d5925,Furosemide Injection,medicine,life_critical,9.9,43.6,trauma
5b4f07c4-beab-4ee5-9762-3e34608abe2c,Insulin (Regular) Injection,medicine,life_critical,11.4,50.2,general
dbfa9e42-7a41-4048-b9f2-6a22843a8894,Glucagon Injection,medicine,life_critical,7.5,32.2,general
28f2e0cb-8b8e-4753-81c3-d0889499a256,Naloxone Injection,medicine,life_critical,8.8,35.2,trauma
b44fa08f-cd51-4a45-958e-6c092c8829aa,Flumazenil Injection,medicine,life_critical,7.1,33.4,trauma
cf1e5e98-49f3-4d4b-95d3-fe4920820116,Adenosine Injection,medicine,life_critical,4.3,15.0,trauma
686e5912-a2c1-43e9-8b98-cba40e6d804c,Labetalol Injection,medicine,life_critical,4.8,20.2,trauma
db7c6439-d2da-4365-8b2f-62d75c5c5d02,Nitroglycerine Injection,medicine,life_critical,6.9,29.7,trauma
a1234057-5af1-45af-822d-d6ecef5f3342,Sodium Nitroprusside,medicine,life_critical,12.2,53.7,trauma
30f061b0-e217-4a04-beea-3ae97dca5a8e,Mechanical Ventilator Circuit (Adult),equipment,life_critical,13.3,66.5,respiratory
dfdd23c2-0deb-4955-ad21-29e7acdd089a,Endotracheal Tube Size 7.5,surgical,life_critical,11.7,36.3,respiratory
9a95ac11-dab6-4286-8fa0-3cd294fae107,Endotracheal Tube Size 8.0,surgical,life_critical,11.4,59.3,respiratory
74d514c3-8f77-4dd6-8b52-32764349af19,Laryngoscope Blade McIntosh 3,surgical,life_critical,9.9,44.6,respiratory
1f1412ce-9c4e-4ee2-8f70-3ed45a0b48f8,Video Laryngoscope Blade,surgical,life_critical,14.2,59.6,respiratory
84cf8b74-9765-42d6-85ad-d8b0824e6856,Tracheostomy Tube Size 8,surgical,life_critical,7.1,23.4,respiratory
8580177b-ab8e-462d-a8bc-f9865c091870,Chest Drain Tube 28Fr,surgical,life_critical,6.4,34.6,trauma
b9524a70-9371-4d67-9bb0-16b0cad67a71,Central Venous Catheter Kit,surgical,life_critical,11.8,61.4,trauma
cc0032f9-e48b-4f53-a71f-5769bb3dea54,Arterial Line Kit,surgical,life_critical,4.4,18.9,trauma
6a5b617d-3c79-40ed-9a9e-df8b3d9fe93a,Intraosseous Needle Kit,surgical,life_critical,2.6,10.9,trauma
41c6eaaa-ab33-4779-99ff-fa7050dccc66,Defibrillator Pads (Adult),equipment,life_critical,8.4,27.7,trauma
849f3056-b315-4f47-8f10-2ef46e17cb64,Pacemaker Electrode Catheter,surgical,life_critical,11.9,61.9,trauma
92457644-c370-4ce1-81e8-90ede37b27dc,Intra-Aortic Balloon Pump Catheter,surgical,life_critical,14.8,79.9,trauma
b8fd7488-e74a-4ea8-a514-35d57200f323,ECMO Tubing Kit,surgical,life_critical,6.0,26.4,trauma
4c2fcc7f-2a46-4d74-89d2-cc16e467ca5b,Dialysis Catheter Kit,surgical,life_critical,10.0,44.0,trauma
e0c7f1b2-c972-4113-9962-8935a8599bbe,Rapid Infuser Set,surgical,life_critical,4.1,20.9,trauma
2b30889b-33d6-4d78-afd3-1bdcc45a53e3,Blood Warmer Set,equipment,life_critical,5.8,22.6,trauma
6c6d26ad-de6a-42d0-a2ef-2c78b6f40176,Pulse Oximeter Probe,equipment,life_critical,12.0,42.0,respiratory
94077f5f-2e40-4a95-82fc-1f019e7c10c0,Capnography Module,equipment,life_critical,13.6,44.9,respiratory
dd77fd8e-88b6-465f-a515-f180ca4d0b9b,Syringe Pump 50mL,equipment,life_critical,4.3,17.2,general
7c841ffd-7178-415f-a8ba-2a932758eb67,Infusion Pump Set,equipment,life_critical,11.2,57.1,general
5739723e-d0e9-4fc1-ad56-d64ae6e4831e,Paracetamol Injection 1g,medicine,high,23.6,59.0,general
b164b3fa-fbc5-4799-b43d-2dd077b75456,Ibuprofen Injection,medicine,high,37.9,144.0,general
a4da9652-84c8-42c2-8516-8555bbfb47da,Diclofenac Injection,medicine,high,22.2,68.8,general
f236b0f8-70eb-4b7f-ac09-1ff14e572901,Tramadol Injection,medicine,high,9.6,22.1,general
69a4ab50-a043-4b31-92fa-ad1111f8f53c,Ondansetron Injection,medicine,high,38.4,88.3,general
2ccb1f8a-9cea-41cb-bd16-18c7956d465c,Metoclopramide Injection,medicine,high,13.9,29.2,general
2e44ce9b-39b8-4541-a55a-95b9b0baee5f,Pantoprazole Injection,medicine,high,16.3,52.2,general
d4cdfe46-7c9b-4f7a-a45f-e7882dad9f4f,Ranitidine Injection,medicine,high,23.6,56.6,general
8bb420b4-d04a-4662-a6c2-7e5db97db0b7,Phenytoin Injection,medicine,high,31.0,89.9,general
2e39db1d-3996-4bf0-9b36-c70fec9fdef0,Valproate Injection,medicine,high,16.9,35.5,general
766a78f8-2f35-4443-a09d-c168b42ed4ef,Levetiracetam Injection,medicine,high,26.8,93.8,general
7eb0ea7f-f593-4736-a550-e189976ffdb7,Phenobarbitone Injection,medicine,high,37.3,108.2,general
93738d07-ab2c-4a84-83de-29aa8ada27be,Clonazepam Injection,medicine,high,39.8,103.5,general
76ad375a-5611-4e05-ab88-1c2cc4b7dd05,Acetylcysteine Injection,medicine,high,9.5,21.8,general
1c17fe89-68fe-4d1f-868e-123c56dd0eb5,Amoxicillin-Clavulanate Injection,medicine,high,37.3,97.0,general
408e79c9-de81-4529-a668-485c684e8e1b,Azithromycin Injection,medicine,high,28.1,89.9,respiratory
3699e29f-ce12-49a7-896c-5c86965a0e27,Ciprofloxacin Injection,medicine,high,17.0,40.8,general
88c0f2b5-f3c6-415b-b765-d05db3f0f2b8,Gentamicin Injection,medicine,high,6.4,18.6,general
3ee4a357-6704-4e9b-9cec-73739d818df5,Amikacin Injection,medicine,high,39.7,123.1,general
50deafc0-3206-4a1d-b2b7-5b0e8373a43a,Colistin Injection,medicine,high,38.2,103.1,general
d1b7fe92-93db-4dc7-93fd-0e937757b4c8,Linezolid Injection,medicine,high,24.7,84.0,general
d6b4748b-27a2-47e9-8d63-df7915964c5f,Tigecycline Injection,medicine,high,19.7,65.0,general
f23c80e1-d2ce-4951-9ed2-b6494b5ee5ff,Ertapenem Injection,medicine,high,20.4,46.9,general
c846ed35-dc32-49c4-b353-1793bdaa1b53,Imipenem Injection,medicine,high,27.9,92.1,general
44d3f007-3d25-473c-a76a-c58cc9e1eab7,Levofloxacin Injection,medicine,high,11.9,42.8,respiratory
c30ffd42-bd94-433d-8ea2-888d3f9e5b59,Acyclovir Injection,medicine,high,28.4,65.3,general
f570d766-3ba3-471b-8b4f-deeee44b4be1,Oseltamivir Capsules,medicine,high,14.9,49.2,respiratory
4b776db6-c652-4bef-814b-deede1134ce7,Remdesivir Injection,medicine,high,24.0,81.6,respiratory
6810d289-f5dc-42a9-ae27-000fdb9a00e8,Dexamethasone 4mg Tablet,medicine,high,13.9,45.9,respiratory
9ac43762-0d4b-4668-ba3b-ee17c0803022,Methylprednisolone 500mg Injection,medicine,high,19.0,64.6,general
dc9ecaf9-f9fe-499f-ba75-13a0518c3144,Budesonide Nebulisation,medicine,high,35.6,113.9,respiratory
bacf2be9-71d4-4713-b960-84cc6356b632,Salbutamol Nebulisation,medicine,high,34.9,90.7,respiratory
1d5f0048-ed0c-441d-9654-7d98f573fa0e,Ipratropium Bromide Nebulisation,medicine,high,27.1,73.2,respiratory
cb7c4bc2-d795-40f5-a554-6dad2e054780,Enoxaparin Injection,medicine,high,37.3,138.0,general
c9ed2b24-571d-4af9-b474-5fe3016c2238,Warfarin Tablet,medicine,high,31.8,111.3,general
04f1fb00-6868-4e9d-be74-ce313a02cd6e,Aspirin Tablet,medicine,high,13.4,44.2,general
c6d7cdcd-ba6b-4817-8a7b-98cf8f1f563a,Clopidogrel Tablet,medicine,high,25.5,71.4,general
51dc4d89-9351-4616-941e-75528daf15e1,Atorvastatin Tablet,medicine,high,35.1,80.7,general
bc0353c0-fc7f-4b5e-bede-1ae80fbace65,Amlodipine Tablet,medicine,high,32.9,121.7,general
c196b761-f0aa-4ec1-a773-61c63cc82ecd,Metoprolol Injection,medicine,high,9.0,25.2,general
fc2a5232-8370-4a5b-8764-134cd0885117,Digoxin Injection,medicine,high,10.4,29.1,general
9d7df6df-339a-49e0-9c29-73ead9b69c19,Diltiazem Injection,medicine,high,39.3,82.5,general
526c1e2c-6309-4d0f-ba54-df2cf7237297,Verapamil Injection,medicine,high,14.5,55.1,general
b571a15f-c3ce-48b8-a9a3-f39b865125bc,Nicardipine Injection,medicine,high,34.1,81.8,general
a431cdfd-5adb-4dbc-b76e-d4a479cbeb3e,Hydralazine Injection,medicine,high,22.5,76.5,general
4cceb54f-ccdc-4c1d-ba60-03f549d9eba6,Enalapril Injection,medicine,high,40.0,120.0,general
39660721-41ef-4879-aee2-30fbf4a44c12,Spironolactone Tablet,medicine,high,39.2,101.9,general
14034264-2408-4102-9812-de6b62cc0948,Torsemide Tablet,medicine,high,6.8,22.4,general
c27f6af1-0cfe-466d-a03f-11d92ee149c6,Darbepoetin alfa Injection,medicine,high,34.1,122.8,general
15c6ad18-ce18-4396-bdca-14d56085c9e0,Iron Sucrose Injection,medicine,high,31.2,112.3,general
c8e5fcf2-4fda-4d7b-b727-a38040bc3d5d,N95 Respirator Mask,consumable,high,10.0,38.0,respiratory
7b445a65-8d8f-4427-a695-b969142fca78,Surgical Face Mask 3-Ply,consumable,high,23.7,49.8,general
f9b1e623-b7f1-41da-8e1c-a98f604fa1bd,Sterile Gloves Size 7.0,consumable,high,20.3,71.0,surgical
85d718d2-c747-42c8-abc1-48657998517c,Sterile Gloves Size 7.5,consumable,high,33.8,77.7,surgical
79c941a8-27ed-465e-91cb-c173a8f386bc,Sterile Gloves Size 8.0,consumable,high,33.8,104.8,surgical
a652a7a8-1617-4ef8-a9aa-c79304ba2a56,Examination Gloves (Latex-Free),consumable,high,18.8,65.8,general
6d1fde35-71e1-4787-a5db-dc29cf943260,Surgical Gown (Sterile),consumable,high,22.6,79.1,surgical
9037f262-6e18-4268-838d-7b7fe49b413a,PPE Full Body Suit,consumable,high,12.7,30.5,general
be8c56d2-1ee6-4041-8700-ed007e7885e7,Face Shield,consumable,high,8.0,19.2,general
40ead6f6-f807-402f-af22-a06b9b677ebf,Eye Goggles,consumable,high,18.9,75.6,general
79f57bbc-01e3-43a6-b08a-03b114538fad,Suture Vicryl 2-0 (Box),surgical,high,20.7,58.0,surgical
e4143db2-38fa-472d-bf93-2c0b64c50fd2,Suture Prolene 3-0 (Box),surgical,high,35.6,85.4,surgical
4e7bf030-450b-453b-8adc-0140ffd78f22,Suture Chromic Catgut 1 (Box),surgical,high,15.1,52.9,surgical
bf52b89f-d6a2-4b1a-94b9-f77a8bcb35ee,Suture Nylon 4-0 (Box),surgical,high,34.0,115.6,surgical
ebcc2b6a-1031-4c4c-836d-0c4b68ae11b9,Surgical Stapler Linear 60mm,surgical,high,26.1,78.3,surgical
dabeae98-006e-4fcf-a1ad-20200fd49b11,Surgical Stapler Circular 29mm,surgical,high,31.5,116.6,surgical
5aec2ee8-2bf4-4cfe-a5e6-154b1d6d6a3c,Laparoscopic Trocar 5mm,surgical,high,14.5,43.5,surgical
3cdfa84b-4fc2-468d-83f1-3732b7879c74,Laparoscopic Trocar 10mm,surgical,high,28.7,60.3,surgical
5df7e3b2-d9e3-476b-9233-c0257a4c0e04,Nasogastric Tube Size 14,surgical,high,36.3,119.8,general
20a1f656-9686-4ff1-a044-92bb4f846f89,Foley Catheter 16Fr,surgical,high,21.4,64.2,general
9d799ea7-2a83-4d9c-808b-c178163f91e4,Urinary Drainage Bag 2L,consumable,high,12.5,40.0,general
1b38029f-8f0e-4562-98ac-c2c18cbd75a1,IV Cannula 20G (Box 100),consumable,high,12.5,27.5,general
245ad1f0-f251-4591-a564-2698fda11a9c,IV Cannula 18G (Box 100),consumable,high,11.2,25.8,general
2b68e4f7-24f2-4aa0-a338-bbc4db75541d,Scalp Vein Set (Butterfly) 23G,consumable,high,17.6,37.0,general
9dabdc93-e4fa-4353-a3af-96ba53c1009a,Blood Collection Tube EDTA,consumable,high,26.4,63.4,general
99320592-5ff9-4688-bfc7-58301f3af6a2,Blood Collection Tube SST,consumable,high,8.5,18.7,general
269f599d-52ce-4aa4-8610-cbb8992cc152,Syringe 10mL (Box 100),consumable,high,9.3,34.4,general
8a1d7072-1601-4056-93e9-66df316da9e9,Syringe 5mL (Box 100),consumable,high,23.4,93.6,general
e427356e-0be9-4e12-bb20-48fa1d9decfd,Syringe 2mL (Box 100),consumable,high,16.3,63.6,general
a71aa642-4a0b-4dd3-8a93-0dd68c3cd595,Dressing Gauze Sterile 4x4,consumable,high,11.0,44.0,general
8d0b50ae-f09e-4902-a9af-7d65a1509996,Adhesive Bandage Roll,consumable,high,39.0,109.2,general
37c7b2b6-30bd-428e-b3a4-3600736586e5,Crepe Bandage 10cm,consumable,high,9.5,24.7,general
eeca7847-1a12-4ee4-a9d6-0e198e77fbc1,Transparent IV Dressing,consumable,high,35.3,113.0,general
9390c13f-74cb-409d-b5ff-ced18482328a,Surgical Drape Sterile,consumable,high,20.1,66.3,surgical
d2462284-06df-4eef-972d-2a588ca1947c,Paracetamol 500mg Tablet (Strip),medicine,medium,37.4,74.8,general
ddfeee6a-98fa-4f1b-88e6-2c66e163c814,Amoxicillin 500mg Capsule,medicine,medium,42.3,105.8,general
db3dccf3-5248-4d59-ac64-6fb4b86db075,Azithromycin 500mg Tablet,medicine,medium,34.2,71.8,respiratory
42e7fec4-9d37-40bc-b2b8-3ede68106292,Cetirizine 10mg Tablet,medicine,medium,60.6,127.3,general
c0778488-4f1b-4203-8734-fd827e00e279,Omeprazole 20mg Capsule,medicine,medium,62.9,119.5,general
b219cce7-f077-4918-8a13-a99d544c47d1,Metformin 500mg Tablet,medicine,medium,51.8,129.5,general
20e1edb5-c080-4d31-886f-853cc05ea9f7,Glimepiride 2mg Tablet,medicine,medium,37.5,108.8,general
c82f42a1-f032-4af2-8c74-bb289c0c1c13,Losartan 50mg Tablet,medicine,medium,12.7,31.8,general
ea125e4f-e1c8-445c-8579-1342affb5770,Amlodipine 5mg Tablet,medicine,medium,62.0,173.6,general
84a0ecef-3bb4-4a96-9a13-15083929d5d2,Metoprolol 50mg Tablet,medicine,medium,10.4,28.1,general
bc518fc3-d129-43db-beff-d6472b992b9b,Atorvastatin 20mg Tablet,medicine,medium,36.1,83.0,general
b7cf00d3-dd5f-48c4-90ed-5278c25156aa,Aspirin 75mg Tablet,medicine,medium,64.2,141.2,general
50573ec3-970d-44c6-ae77-2e9344f4eec0,Clopidogrel 75mg Tablet,medicine,medium,77.5,217.0,general
47f84fd3-c9bb-41e2-a9af-aa883544e911,Pantoprazole 40mg Tablet,medicine,medium,71.5,150.2,general
879338db-57fb-476b-842a-8d8686b15fed,Domperidone 10mg Tablet,medicine,medium,43.7,100.5,general
b04463ac-2ae0-4f52-b0c8-e745480f0841,Ondansetron 4mg Tablet,medicine,medium,39.7,83.4,general
612c8d24-e0fc-426d-829b-d5d72c1fc4bb,Montelukast 10mg Tablet,medicine,medium,65.6,183.7,respiratory
864b91c9-26e0-434b-8ab7-1db40ed6648e,Levothyroxine 50mcg Tablet,medicine,medium,71.2,106.8,general
3b416198-8162-471a-a936-8b720fbd3260,Vitamin D3 60000IU Capsule,medicine,medium,58.3,99.1,general
d1e4e280-e3d5-4392-b872-0618f374081b,Folic Acid 5mg Tablet,medicine,medium,53.3,85.3,general
ee8e3ec0-374c-4b2b-84cd-75ba3c6697a8,Iron & Folic Acid Tablet,medicine,medium,25.0,42.5,general
433a1ebb-1ded-43c1-824b-f684f3652ab0,Calcium Carbonate 500mg Tablet,medicine,medium,16.8,48.7,general
bebfdbb8-d6fa-437d-8da6-ac99fb1cfa8a,Multivitamin Tablet,medicine,medium,78.2,125.1,general
ed68c08a-48f8-4d6d-bc52-3dbba3e81e6c,Doxycycline 100mg Capsule,medicine,medium,54.4,114.2,general
b8786786-93e9-4655-b168-e93cc335a359,Fluconazole 150mg Tablet,medicine,medium,47.4,142.2,general
1e9254c0-c969-47fc-9792-25055f96c62d,Metronidazole 400mg Tablet,medicine,medium,59.4,118.8,general
800586ac-f810-4be3-80ff-29548570d682,Cotrimoxazole Tablet,medicine,medium,75.5,211.4,general
659cb187-f5bb-4f20-bb17-31b7ab5bf3e8,Prednisolone 5mg Tablet,medicine,medium,68.4,116.3,general
1e93e8a3-17ad-4837-9ae4-33e7293b6de1,Loratadine 10mg Tablet,medicine,medium,49.7,104.4,general
f32e459c-95a1-4342-b70d-620665e1f6e3,Ranitidine 150mg Tablet,medicine,medium,77.8,155.6,general
c0c804d7-0cb8-43a9-bdf1-c9051f2c2797,Diclofenac 50mg Tablet,medicine,medium,77.5,124.0,general
57c2a092-b78b-4da6-91e0-4281a25710fb,Tramadol 50mg Capsule,medicine,medium,68.1,204.3,general
a6de29dc-2ec2-4515-ba1f-5742968b3ae6,Gabapentin 300mg Capsule,medicine,medium,18.9,51.0,general
0914b7fd-4159-4c93-bfd8-a9f0459118fc,Amitriptyline 25mg Tablet,medicine,medium,72.9,218.7,general
2ca5f750-8301-4d10-b906-ad51c53c3d89,Sertraline 50mg Tablet,medicine,medium,41.9,88.0,general
a3608a03-c2b6-45bf-ab00-d78865d737f6,Alprazolam 0.5mg Tablet,medicine,medium,16.3,26.1,general
62d5787c-958f-4abb-9daf-f5d48d805741,Diazepam 5mg Tablet,medicine,medium,75.1,180.2,general
dc269848-7690-4427-b105-9e8ab2c6f6a0,Clonazepam 0.5mg Tablet,medicine,medium,24.4,73.2,general
65067651-3d48-44bf-93a2-9f05429b2298,Haloperidol 5mg Tablet,medicine,medium,75.5,226.5,general
0452d162-fad8-43a9-aa32-8cde85cc71c7,Risperidone 2mg Tablet,medicine,medium,20.8,33.3,general
0e9e33e0-160d-405f-b921-425dce609986,Salbutamol Inhaler 100mcg,medicine,medium,73.9,170.0,respiratory
0b109ff6-878e-44d0-8093-40f1b9216e1a,Beclomethasone Inhaler 100mcg,medicine,medium,66.0,158.4,respiratory
37e996e2-4c15-4a1e-a65d-5436b0eb5241,Tiotropium Inhaler 18mcg,medicine,medium,34.4,55.0,respiratory
d85d301c-084f-4b98-937f-e5ff70c47d62,Formoterol Inhaler 12mcg,medicine,medium,76.2,160.0,respiratory
fdc529c0-2319-474d-b211-52d4a97e53cf,Nasal Saline Spray,medicine,medium,22.8,45.6,respiratory
315995bb-1c2c-4628-9549-ebb2ad25d49b,ORS Sachet,medicine,medium,40.4,72.7,general
8316e095-4c65-4631-8292-39facb2b3a67,Zinc Sulphate 20mg Tablet,medicine,medium,75.6,136.1,general
dcb44113-51e3-43a6-a29b-e3f6e307812f,Albendazole 400mg Tablet,medicine,medium,46.4,106.7,general
a951fc0d-8e71-465e-9445-0db318eaa207,Chloroquine 250mg Tablet,medicine,medium,44.0,96.8,general
f23814e7-0aa6-4224-a8f0-e48739fb66f9,Artemether-Lumefantrine Tablet,medicine,medium,51.5,92.7,general
d60602cb-1aaa-4e49-b8a8-54b23cafa14e,Urine Dipstick Test Strip (Box 100),consumable,medium,78.7,173.1,general
ffe621da-d30d-4d17-8fae-2e6f9e562282,Glucometer Strip (Box 50),consumable,medium,14.2,38.3,general
9d53c513-2741-4386-ba08-08c2f0e12836,Pregnancy Test Kit,consumable,medium,40.0,100.0,general
ba5ea882-bfac-433c-8677-a9ab9473f335,Blood Glucose Monitoring Kit,equipment,medium,34.3,85.8,general
537bfd44-925f-485f-9077-75aecd71f0a3,Thermometer Digital,equipment,medium,36.0,75.6,general
ca116dcc-47ef-4724-a1da-91c4285f4b03,BP Cuff Adult (Aneroid),equipment,medium,61.6,135.5,general
f2aa24ef-ea92-4537-bb0a-ce2352b3260e,Stethoscope (Duplex),equipment,medium,19.2,34.6,general
4dd2b22c-ac19-4baa-9531-1f58b4ed04de,Peak Flow Meter,equipment,medium,72.6,137.9,respiratory
648afa06-fc18-4ee8-98f8-3a5f59e7a800,Nebuliser Machine,equipment,medium,20.8,37.4,respiratory
8fcca989-83b4-4667-9be0-66fca279d365,Pulse Oximeter (Handheld),equipment,medium,71.8,186.7,respiratory
4b3faf9a-e06e-49ec-b73f-e02b5a4c7eb5,Otoscope,equipment,medium,35.0,77.0,general
484512e4-1057-4fd9-8187-6fbf276935fd,Ophthalmoscope,equipment,medium,31.6,53.7,general
afb1aa0a-48d0-4c01-9878-ba1d3e34c6cb,Surgical Scissors (Box 12),surgical,medium,14.9,32.8,surgical
5b73b036-6166-4b8b-9116-66f3b4bf1fc8,Artery Forceps (Box 12),surgical,medium,67.1,147.6,surgical
a768d1d8-c1dc-43c6-b39b-379569c95eff,Tissue Forceps (Box 12),surgical,medium,35.3,63.5,surgical
d4557c5f-0420-4fe0-8146-5de62774b00a,Needle Holder (Box 12),surgical,medium,26.9,69.9,surgical
6776fe3b-c1d8-4a87-b655-34187f354951,Scalpel Blade No.11 (Box 100),surgical,medium,19.2,42.2,surgical
7c3805cb-910d-4266-800f-761f9401483a,Scalpel Blade No.22 (Box 100),surgical,medium,26.5,68.9,surgical
ba31ce8e-d2ba-4e76-a2b3-537abf181a66,Drainage Bag Closed 600mL,consumable,medium,55.0,154.0,general
146acdac-12ea-4b19-949d-cbf2804c2004,Patient ID Wristband,consumable,medium,72.3,209.7,general
7fca45ef-4f2d-4e12-a3b6-a833487528e4,Specimen Container 60mL,consumable,medium,15.7,23.5,general
22f6d177-aae5-4571-b1a9-9b1c1bc8d6e1,Transport Media Swab,consumable,medium,38.5,92.4,general
dfcf63ca-674c-4223-ad07-b27af1470f6d,Micropore Tape Roll,consumable,medium,17.6,31.7,general
fc7362f0-6adf-4461-8fb1-9de2332f46ff,Alcohol Swab (Box 100),consumable,medium,79.6,222.9,general
11033d0b-e013-4db5-94ed-5122bc7e610a,Cotton Wool Roll 500g,consumable,medium,38.1,72.4,general
52ddf885-4baa-48ce-afc9-08ba6d9552a1,Hydrogen Peroxide 3%,consumable,medium,34.1,78.4,general
019b8111-218d-4d64-92d2-9aa9bb3e8d98,Betadine Solution 500mL,consumable,medium,23.7,37.9,general
47fb01fd-69bb-42e6-9cb7-4606ac34c951,Chlorhexidine Gluconate Solution,consumable,medium,68.4,171.0,general
890bc48c-0c12-4e6b-a68f-18e3723206d8,Autoclave Tape Roll,consumable,medium,66.8,126.9,general
2d4aade0-aa1b-420a-9d95-d217395ded18,Sterile Drape 60x90cm,consumable,medium,57.4,155.0,surgical
bd77a683-87eb-4520-8de7-fab693f8fa3d,Sterile Field Sheet,consumable,medium,77.5,147.2,surgical
737b440c-d8c4-4f33-ab96-546339cb2dfb,Waste Collection Bag Red,consumable,medium,27.7,74.8,general
1bfc1b8e-166c-473c-b16b-ff625fad6057,Waste Collection Bag Yellow,consumable,medium,68.5,123.3,general
