order_id,item_id,supplier_id,quantity,order_date,expected_delivery_date,actual_delivery_date,status,delay_days,delay_reason,is_monsoon_season
3a59960f-5217-4cc3-ba58-3cba19b7406d,e141ec0d-81a0-4303-b855-b3d0cb148654,8cd083ca-cbc1-4ff8-a8a2-e89579208c66,9,2022-05-22 00:00:00,2022-05-24,2022-05-24,delivered,0,,False
d884a2e4-abe8-4379-bbc7-dcb907fb69a0,b8786786-93e9-4655-b168-e93cc335a359,c98f203f-432f-4912-ace9-6e53dee7bf75,229,2022-01-25 00:00:00,2022-01-28,2022-01-28,delivered,0,,False
a9f2f7e5-128f-4394-a48e-516d34452436,f23814e7-0aa6-4224-a8f0-e48739fb66f9,9caa758c-c880-4165-be0e-b97463a58c7a,215,2023-10-30 00:00:00,2023-11-02,2023-11-02,delivered,0,,False
c5a0b2a2-a03c-47f8-b5a1-5d760edf4a73,879338db-57fb-476b-842a-8d8686b15fed,fc239fc2-e719-47dc-bb8b-f8f45585ff11,292,2025-02-14 00:00:00,2025-02-19,2025-02-19,delivered,0,,False
762094d0-b55b-42a6-96d9-ebda2c013533,6a5b617d-3c79-40ed-9a9e-df8b3d9fe93a,ee36f78b-573f-43a8-8d0a-5c330b22d5e9,33,2024-01-05 00:00:00,2024-01-10,,cancelled,0,,False
05fcbb5a-45f4-4341-947e-4cf93feaec2c,d1b7fe92-93db-4dc7-93fd-0e937757b4c8,b21634e4-09b7-48d6-be3e-699987075877,79,2022-02-11 00:00:00,2022-02-15,2022-02-15,delivered,0,,False
a0e7d1e2-721c-4c88-a573-0cee89b6fac8,bdba11f1-ca53-4021-9ba6-18d29b6bb722,19a1e446-4926-4e18-b322-f63e2e808b7f,27,2022-01-15 00:00:00,2022-01-19,2022-01-19,delivered,0,,False
9301e71f-2efc-42ff-890d-8643d7622d9d,195bd18d-ffd9-467e-9125-4a41440274b3,9ba1b8bc-acf7-4ad3-ac5a-39971ea80d3d,499,2024-09-11 00:00:00,2024-09-12,2024-09-12,delivered,0,,True
e4670c17-7369-48c8-8c8c-99738fb43543,433a1ebb-1ded-43c1-824b-f684f3652ab0,77c4f869-48be-43df-a6c4-4672795d5aaa,193,2022-07-24 00:00:00,2022-07-28,2022-07-30,delivered,2,transport,True
9f07fee3-e168-4d87-9ea8-3a070800d93f,d512ffe1-62b9-4d44-84b7-adeb7fba0c77,15ba9c61-bd94-4203-b3b0-676372438304,993,2022-05-10 00:00:00,2022-05-12,2022-05-12,delivered,0,,False
227c1b5b-72a9-4323-87ee-a9ff4ed3e3ae,37e996e2-4c15-4a1e-a65d-5436b0eb5241,15567672-ec8f-406e-89d5-9805296d18a0,168,2022-01-30 00:00:00,2022-02-02,2022-02-02,delivered,0,,False
3645e86f-62b9-45f3-bc39-c07482aae525,40ead6f6-f807-402f-af22-a06b9b677ebf,f7b2e065-29de-45e4-bfc8-9db5c7c46c98,78,2023-12-31 00:00:00,2024-01-03,2024-01-03,delivered,0,,False
ab9863ba-6e5d-4a6d-9209-3b66c0c7646f,57122823-279f-47cc-b1a4-8c3d79a90648,9ba1b8bc-acf7-4ad3-ac5a-39971ea80d3d,6,2023-04-15 00:00:00,2023-04-17,2023-04-17,delivered,0,,False
d08429ef-c70c-4d9e-9b11-72a10f90a2a8,99dbf997-7aec-41a4-86be-6053676cffc6,d6c2261b-63ac-4d69-be61-44d889c5f877,21,2023-03-24 00:00:00,2023-03-26,2023-03-26,delivered,0,,False
7355c15e-56db-44c7-8775-ad7620508a45,0037e4d0-f537-44b4-86a8-c13e4f075c36,9caa758c-c880-4165-be0e-b97463a58c7a,131,2023-10-09 00:00:00,2023-10-10,2023-10-10,delivered,0,,False
33a77866-5a2e-4646-b9ad-50623d926767,d72ecd0f-cb55-4a33-86c8-023a9eb44815,fb57b345-37f5-4336-a1fe-be241faebbc5,374,2022-06-13 00:00:00,2022-06-18,2022-06-19,delivered,1,transport,True
3d5bc542-1155-42af-8393-664cbb0e5951,192ff058-391b-4ff3-9feb-d6eb3803a978,770bdd47-77b1-4d53-98bc-163ec7245bc7,5,2022-08-19 00:00:00,2022-08-23,2022-08-23,delivered,0,,True
2ff24cec-80fc-41fa-9b5a-aa4c94e209b4,881489dd-c36b-42a7-99a4-50ab6263504f,77c4f869-48be-43df-a6c4-4672795d5aaa,802,2022-08-26 00:00:00,2022-08-30,2022-09-07,delivered,8,stock_out,True
5743b615-5a1c-4d02-ad06-7852ae2db0d7,b8fd7488-e74a-4ea8-a514-35d57200f323,55a5e70c-8e50-431b-8134-b63ee6c1c581,10,2024-02-13 00:00:00,2024-02-17,2024-02-17,delivered,0,,False
ad203299-a8eb-40ec-8295-8e05ff2e3f16,4ead7740-dabf-4108-ad33-2e4b7b3a418f,d0807bd0-f24c-4162-9743-b14486066cd0,852,2023-03-15 00:00:00,2023-03-17,2023-03-17,delivered,0,,False
67ca6173-1467-464b-8227-544272ee0e11,a20310fd-a441-4a0e-879b-16e2fa65d7d7,a8c4c4dd-1c21-422c-831f-f71f89e05b45,25,2024-03-01 00:00:00,2024-03-04,2024-03-04,delivered,0,,False
78c33a24-0af4-4f8c-9bdd-df3b22440a07,50573ec3-970d-44c6-ae77-2e9344f4eec0,3b6e88a6-8905-48da-86cb-a82b7a92ef58,186,2023-07-02 00:00:00,2023-07-04,2023-07-04,delivered,0,,True
7f0b7f66-ec99-4375-ba1d-871ab294a129,13fac97b-b698-470f-8046-81823f3c2940,489d769e-a2e4-4897-aba3-9ea81c2aff8f,41,2024-11-16 00:00:00,2024-11-22,2024-11-22,delivered,0,,False
e767fc22-933c-4211-9bbd-6d56163823af,f928c39e-8110-494e-9eee-e201e3ef4bc1,7589d2f0-09e5-4853-b476-62838c8e9482,922,2022-06-10 00:00:00,2022-06-14,2022-06-14,delivered,0,,True
6637725e-96b6-409d-8fe4-dd9840d07a76,4b776db6-c652-4bef-814b-deede1134ce7,fa5fcf80-f2a4-43d4-b09a-cc66fcb5d90b,177,2024-12-05 00:00:00,2024-12-08,2024-12-08,delivered,0,,False
26a71d75-d929-4223-ad13-dd5ccf804af1,542bcb4d-f0ba-41b7-9564-07679dea027f,3d799058-18c9-4e65-adfe-9f6a9d6ba432,7,2024-12-03 00:00:00,2024-12-07,2024-12-07,delivered,0,,False
717e6103-af63-4595-9348-358e9bc94cb9,9ae87dc8-80b8-41ea-968a-32ca749a8a21,878541bf-894c-4ef9-8290-fa99f1dc41a6,63,2022-12-08 00:00:00,2022-12-13,2022-12-19,delivered,6,stock_out,False
d02cff75-c389-4401-8cf3-01c93ddfad5e,9390c13f-74cb-409d-b5ff-ced18482328a,3b6e88a6-8905-48da-86cb-a82b7a92ef58,130,2023-10-07 00:00:00,2023-10-09,2023-10-09,delivered,0,,False
fc13955a-a1f4-4a36-a531-96e3f8aadc6c,63e28f31-b9f9-413e-afa2-7fe6bcfc4668,0170efbf-516b-4583-840e-1af80043efc5,840,2022-09-05 00:00:00,2022-09-07,2022-09-11,delivered,4,transport,True
270ff116-5be7-4178-88b7-8d783a9257e9,c6d7cdcd-ba6b-4817-8a7b-98cf8f1f563a,99836ff6-1a65-41b9-9d92-057ac13402f2,81,2025-03-21 00:00:00,2025-03-24,2025-03-24,delivered,0,,False
5cf9e845-571a-490c-b852-4021644a548c,2704d590-92a0-43f7-a748-d3306b50ac7d,d2dc8c30-d425-44fb-ae6c-b7ac7a3adaf3,40,2024-05-14 00:00:00,2024-05-19,2024-05-19,delivered,0,,False
67c730b1-1771-4dea-9c76-2cc15a334d42,19ada4bf-017a-47eb-a8fa-9ea01f7ec834,cba8eea9-bc50-491f-a738-d7633154e90b,459,2022-07-30 00:00:00,2022-08-03,2022-08-03,delivered,0,,True
d658dcec-af2d-40b6-b910-70eb1cb652b2,22f6d177-aae5-4571-b1a9-9b1c1bc8d6e1,3813c393-6ef9-4148-8eb1-b31a9e9df2b1,227,2025-01-03 00:00:00,2025-01-04,2025-01-04,delivered,0,,False
0d763d9e-ab84-4263-9f21-2a8b5c879daf,d512ffe1-62b9-4d44-84b7-adeb7fba0c77,6247438f-47fc-4f02-bce0-63aba79dde19,264,2023-01-09 00:00:00,2023-01-12,2023-01-12,delivered,0,,False
f3c64f42-672d-47ca-acb3-1f572e2622fd,04332630-fc1b-4780-902e-ec20afeaa363,4de8fe09-24a6-44f7-b114-f11fdf5c5ac2,412,2023-08-06 00:00:00,2023-08-09,2023-08-09,delivered,0,,True
0d9a8cb7-49cb-4199-8b24-d0a70f6fbe44,9c4caa14-e051-4ed3-9742-e84f4a00c149,2afec44f-738c-4221-82df-b6c1e5556903,274,2023-04-07 00:00:00,2023-04-10,2023-04-10,delivered,0,,False
e57ff479-d499-4b53-9977-e6b86c8deb53,9dabdc93-e4fa-4353-a3af-96ba53c1009a,bf0425b1-4f0b-44c6-a4db-872d37e2466f,124,2023-07-14 00:00:00,2023-07-16,2023-07-20,delivered,4,stock_out,True
d0742298-427e-4040-b412-342dec56b042,487353bb-894e-4f7e-afaf-35add3d46ce6,06451a22-c43c-4a31-b3fb-12174a85dc54,345,2024-04-03 00:00:00,2024-04-07,2024-04-07,delivered,0,,False
d7d35a6b-6972-44d9-957c-469ba1360993,686e5912-a2c1-43e9-8b98-cba40e6d804c,2d818dfc-fac5-442d-9d82-8daccdc8ef6d,31,2022-07-01 00:00:00,2022-07-04,2022-07-04,delivered,0,,True
5eba45da-b70b-4822-9d25-e2fd2b235fd9,d5a86e2f-5b6f-4bec-988d-a1b0f5f3dec6,d0807bd0-f24c-4162-9743-b14486066cd0,22,2024-05-29 00:00:00,2024-06-01,2024-06-08,delivered,7,transport,False
dcf3cfcc-16fb-442f-9aaf-51a8c4246c81,dc9ecaf9-f9fe-499f-ba75-13a0518c3144,4bcb0139-5a92-451d-813e-2580d66e725c,177,2023-03-28 00:00:00,2023-03-30,2023-03-30,delivered,0,,False
b3b563a5-be6e-4e57-99b7-04673c641311,481994a8-03bc-4fc2-a075-1e4bc77e1086,f7b2e065-29de-45e4-bfc8-9db5c7c46c98,43,2024-08-07 00:00:00,2024-08-10,2024-08-18,delivered,8,weather,True
b235b802-a801-4434-860e-bd789a73b1bc,0a777057-b83d-4568-bd27-c0f35cb7f8fa,f5ec768b-e7d0-4225-9c7e-ab78c8bc713a,579,2024-03-27 00:00:00,2024-03-30,2024-03-30,delivered,0,,False
78b78035-d70f-45ea-9cc0-a74833a059be,890bc48c-0c12-4e6b-a68f-18e3723206d8,412d897a-38e8-41bd-99dd-f834e5d4c51b,301,2022-01-26 00:00:00,2022-01-29,2022-01-29,delivered,0,,False
f1b25ee1-3767-4a63-83de-22dfc44430bb,8fea0660-ac0b-45dc-b1c2-e20241f51905,4743cfdd-d1a5-4f3d-9eff-2623f6580c6e,48,2024-02-01 00:00:00,2024-02-06,2024-02-07,delivered,1,stock_out,False
fee540a7-792d-4821-8d71-c9bf94a5c61b,0b109ff6-878e-44d0-8093-40f1b9216e1a,57ca1cb4-b4d3-4363-b3b7-ef6ed0c9fad5,231,2022-02-05 00:00:00,2022-02-09,2022-02-09,delivered,0,,False
1d711d32-1c5f-41f3-8279-e63a457befe1,f23814e7-0aa6-4224-a8f0-e48739fb66f9,0245c919-2103-496e-88fe-4b6478268aad,300,2022-01-15 00:00:00,2022-01-20,2022-01-20,delivered,0,,False
750f7534-f8a3-423e-ac33-38dcf6f0ca06,69a4ab50-a043-4b31-92fa-ad1111f8f53c,966fdd58-5113-4d39-8fcd-4dafa28ecdbd,75,2024-03-02 00:00:00,2024-03-06,2024-03-12,delivered,6,customs,False
b0fb2d8c-23e5-41b9-8911-3cf2e365f56e,aaf9b08c-2317-4ec3-8eb8-e033f3b4326b,19a1e446-4926-4e18-b322-f63e2e808b7f,90,2022-06-11 00:00:00,2022-06-13,,cancelled,0,,True
12f73d2c-2b75-4cad-9fae-212fe725c371,f31b1061-0723-4755-bfd4-c1be1f258227,3192fac3-a241-4b06-aa9c-f7cb3293e4a6,31,2024-04-18 00:00:00,2024-04-20,2024-04-20,delivered,0,,False
7f7f441a-2e5a-46f5-b754-480bf3f7c8ae,9d7df6df-339a-49e0-9c29-73ead9b69c19,24d5ff7e-2d7e-4be3-b1aa-52ad19425b51,52,2023-06-30 00:00:00,2023-07-05,2023-07-05,delivered,0,,True
3d68f80d-faf2-45da-8390-bd60b6e9bf8a,0c526fb3-1da7-4b85-972f-28ba012aaae2,7188e8b9-17d1-421b-b635-96035cf7fa6d,874,2025-03-18 00:00:00,2025-03-21,2025-03-21,delivered,0,,False
d3906fc5-1932-4ee5-9054-21a3a4b61dd0,1bfc1b8e-166c-473c-b16b-ff625fad6057,567b2c27-dd0a-428d-8db9-be9209d06c99,402,2023-03-04 00:00:00,2023-03-07,2023-03-09,delivered,2,stock_out,False
10cf71f6-1f36-4931-b04d-110d385d28c8,f89e9b98-d4ef-406b-8643-43c1a07b8b08,d8ce04bc-d48a-4e66-a322-d3b789dc4da3,197,2025-03-19 00:00:00,2025-03-21,2025-03-21,delivered,0,,False
318c2919-a89b-4ff8-b5ff-f4a9159c0544,890bc48c-0c12-4e6b-a68f-18e3723206d8,77e97343-130d-46c5-9c84-19094ccbca2e,446,2022-04-06 00:00:00,2022-04-10,2022-04-10,delivered,0,,False
638ac59a-cf5a-41d6-a3d6-8dc0c6c48009,2fae3224-470f-436a-93d8-d496607b7e79,a7b9bc81-8894-4772-ae45-f02a4b41992d,651,2023-09-15 00:00:00,2023-09-20,2023-09-20,delivered,0,,True
e657ad78-bd46-421c-b5e6-64431b32b343,a20310fd-a441-4a0e-879b-16e2fa65d7d7,2dd5b1f5-2721-43be-83ee-cacc90178e99,19,2022-04-30 00:00:00,2022-05-02,2022-05-14,delivered,12,customs,False
511b72f8-c54f-4129-9071-9c88e410bbe9,6fd40bfa-499e-4b4a-97b8-fcbf87768a90,27a249a5-54b2-44a0-9d2a-a9a78ee78f04,369,2022-04-16 00:00:00,2022-04-20,2022-04-20,delivered,0,,False
cdb7ba0e-10e9-4416-b2a4-72f45549bd48,8bc88b85-8c4f-4878-8e56-f94beac3b3e2,cba8eea9-bc50-491f-a738-d7633154e90b,449,2024-08-05 00:00:00,2024-08-08,2024-08-13,delivered,5,stock_out,True
c59acc3d-1968-4210-adb3-4afa7415e86f,f6f4a59a-1795-49a8-aaf8-a629b03e80ec,8f52d73e-4aef-47e3-89db-9752241bdb6e,528,2024-02-17 00:00:00,2024-02-20,2024-02-20,delivered,0,,False
a2f51774-6fb6-490d-b8e9-7d53137744f9,5b73b036-6166-4b8b-9116-66f3b4bf1fc8,e0897e57-a1cb-4f2a-bee8-438283bf639d,96,2022-05-19 00:00:00,2022-05-23,2022-05-23,delivered,0,,False
a8d72b18-9d7c-47b0-8425-37ff62b6ad7c,fc7362f0-6adf-4461-8fb1-9de2332f46ff,0a677aad-7264-461c-be46-7b1d432aa291,254,2024-06-21 00:00:00,2024-06-25,2024-06-28,delivered,3,stock_out,True
e3e2e1e7-844e-40d9-b553-3d57dfba043a,0a777057-b83d-4568-bd27-c0f35cb7f8fa,c0c00f68-2059-43e0-abdb-fb62a2b462aa,852,2023-04-02 00:00:00,2023-04-06,2023-04-10,delivered,4,transport,False
68f9d227-fd0b-4b30-9843-2ba7476365ae,a652a7a8-1617-4ef8-a9aa-c79304ba2a56,bf4729f0-80f3-40a9-b152-2fddc2d40dda,80,2023-09-18 00:00:00,2023-09-21,2023-09-21,delivered,0,,True
d4c155ba-59c5-4f1b-98c5-a0b2ff590d27,522eb30a-298e-4521-8cbc-d290152e193a,d6c2261b-63ac-4d69-be61-44d889c5f877,27,2025-03-28 00:00:00,2025-03-30,2025-03-31,delivered,1,transport,False
92f03ac8-ec05-414a-a61b-5199c8869fcf,7b445a65-8d8f-4427-a695-b969142fca78,bf4729f0-80f3-40a9-b152-2fddc2d40dda,182,2022-11-25 00:00:00,2022-11-27,2022-11-27,delivered,0,,False
12ac0439-6b4d-46a1-8736-b78e881de19d,7fca45ef-4f2d-4e12-a3b6-a833487528e4,34f47558-562e-4cc7-a400-d212e44e9787,70,2022-07-16 00:00:00,2022-07-17,2022-07-17,delivered,0,,True
40860188-eb02-422e-8b81-5e7d5be1128e,42fa069a-dad9-4a08-866d-b42fab64e488,f2817a40-c0c2-4bb1-8ec7-2decbdafc082,65,2023-06-11 00:00:00,2023-06-13,2023-06-13,delivered,0,,True
7e73f04e-4d57-450b-8333-fbdd631be8d3,15c6ad18-ce18-4396-bdca-14d56085c9e0,563e0762-71ea-49ef-bec4-69d8e50a5870,186,2023-05-31 00:00:00,2023-06-02,2023-06-03,delivered,1,transport,False
de80546a-9e22-4584-8fc9-fac3bb479824,e6f2501a-bd42-4186-a7b8-bddd0fc5ea26,eacf9b97-c7c9-40e7-bfab-da5a591838a2,16,2024-11-07 00:00:00,2024-11-12,2024-11-12,delivered,0,,False
b6101e47-8a23-437b-880c-bc0ee48d0ea4,8c935ecc-a094-4022-90e5-f8508c4d5925,8b0b04ae-fd6e-487f-a4dd-ca6d57fcfb65,41,2022-09-18 00:00:00,2022-09-24,2022-09-24,delivered,0,,True
146da2b0-9deb-479b-8763-c10926d561b6,2e44ce9b-39b8-4541-a55a-95b9b0baee5f,bb8d1c7c-24e8-444f-874c-01d085ead720,191,2023-10-10 00:00:00,2023-10-12,2023-10-12,delivered,0,,False
e9513a07-5a71-46dc-9887-27ae140da201,0b109ff6-878e-44d0-8093-40f1b9216e1a,907f88b5-d199-4711-9a3a-14230ad2d67f,171,2024-02-10 00:00:00,2024-02-13,2024-02-24,delivered,11,stock_out,False
b70892d7-b8b0-4881-87f8-51e6191a0245,fccf4298-8984-4f0a-932c-90f005268a97,412d897a-38e8-41bd-99dd-f834e5d4c51b,21,2023-03-28 00:00:00,2023-03-31,2023-04-01,delivered,1,transport,False
48952c1a-1f54-4626-b4f6-706b675a7775,e1dc94d5-bd1c-4e62-85bb-2ab93c8109e6,6904ee03-f1b8-4278-9c31-b2508cef23de,309,2023-11-28 00:00:00,2023-12-02,2023-12-02,delivered,0,,False
f7449a92-89de-4ecf-b23c-82757ca55f4b,4dd2b22c-ac19-4baa-9531-1f58b4ed04de,4f3fb46f-2ead-4c77-954d-ec3a39d90f6b,291,2024-01-09 00:00:00,2024-01-12,2024-01-12,delivered,0,,False
1508fe01-915f-46d6-95b7-bd23a579db07,c9ed2b24-571d-4af9-b474-5fe3016c2238,fa5fcf80-f2a4-43d4-b09a-cc66fcb5d90b,189,2024-06-17 00:00:00,2024-06-19,2024-06-19,delivered,0,,True
c48f60df-6f8f-41ef-95d7-d853b1eb4797,fdc529c0-2319-474d-b211-52d4a97e53cf,db99ea87-9c3d-46aa-b912-8ca2da9fceed,285,2022-01-08 00:00:00,2022-01-12,2022-01-13,delivered,1,disaster,False
0d4c61b7-ff29-4e56-954f-9f42148f31f1,d11249f0-4668-4624-9f40-4cd40e33a77e,3d799058-18c9-4e65-adfe-9f6a9d6ba432,23,2022-05-04 00:00:00,2022-05-08,2022-05-11,delivered,3,transport,False
828161ba-ecd5-424e-8932-2c7e445f8fca,8b957220-7675-4221-8e9d-49045b51dff2,82c94e57-35c8-4131-b013-fc55dddb5ee5,5,2022-12-22 00:00:00,2022-12-25,2023-01-04,delivered,10,transport,False
95955501-7175-4735-9dad-e7bde7f8ecfc,fdc529c0-2319-474d-b211-52d4a97e53cf,fa5fcf80-f2a4-43d4-b09a-cc66fcb5d90b,162,2022-01-25 00:00:00,2022-01-28,2022-02-02,delivered,5,stock_out,False
4b8e7aa9-ea46-4132-af03-37cc6e0681d6,110eaafa-6d59-4752-90ce-a0e3f9fd932a,6cde6063-7ad8-4977-9d61-b5d88ce4870c,42,2022-06-20 00:00:00,2022-06-24,,cancelled,0,,True
01b21c10-a638-4480-b6cc-b2dc1f99aa48,d25f8f4a-3d57-439e-874f-9a4ffd7ebf03,263fb354-44ea-4656-80a3-fb823fb59b07,36,2022-07-11 00:00:00,2022-07-12,2022-07-12,delivered,0,,True
256bbd92-0b19-4511-99cb-b9131ab84573,b2f88233-9f00-4343-b33c-aad488ffd0d8,263fb354-44ea-4656-80a3-fb823fb59b07,736,2023-01-28 00:00:00,2023-01-29,2023-01-30,delivered,1,transport,False
7887af2d-c52d-483a-ba98-168fe1fd81a3,ac586153-c1c7-463f-b8f2-f79eb25c0b9c,fc239fc2-e719-47dc-bb8b-f8f45585ff11,231,2022-05-31 00:00:00,2022-06-03,2022-06-03,delivered,0,,False
c9433c3f-d05d-4025-9a00-c5314ad67815,fdc529c0-2319-474d-b211-52d4a97e53cf,09948ea4-32dc-4f38-b923-649c63706f8f,440,2023-10-07 00:00:00,2023-10-10,2023-10-11,delivered,1,stock_out,False
c95a6ad1-7b3f-4d32-84f4-52b915158bcd,09c33049-4112-4c8f-97f7-e6c58b9a4178,3b6e88a6-8905-48da-86cb-a82b7a92ef58,478,2024-01-09 00:00:00,2024-01-11,2024-01-11,delivered,0,,False
cddf19c4-0a96-4399-933c-1d6f8cb34606,9b2e2061-c8ad-474a-a9fb-aed6a573d392,d6bd46f7-4e0c-4660-9dc9-538b06b18dc4,316,2023-05-22 00:00:00,2023-05-25,2023-06-03,delivered,9,disaster,False
c7d1e5a0-38ae-4004-8738-c4a3bd6f2dea,a3a6fd5e-5cf1-48c7-87c5-3d4c77532e95,7589d2f0-09e5-4853-b476-62838c8e9482,186,2022-03-10 00:00:00,2022-03-14,2022-03-14,delivered,0,,False
3f0d277a-b37e-4ce1-9a30-bb65898807cc,8a5f3cab-cead-4719-9a3a-17309ba0c735,59c69a88-6071-4d59-9d15-4a6f6f46aaab,840,2023-09-05 00:00:00,2023-09-09,2023-09-09,delivered,0,,True
9e010607-d59f-4449-980c-6529ad3f3b34,6b8fb80b-1afb-42f4-900b-a6aa98bc625f,05fbd8c5-e682-49b1-b036-02f540af04f0,43,2022-10-17 00:00:00,2022-10-19,2022-10-25,delivered,6,stock_out,False
4e6d1bb3-2bc4-4d50-89a8-9bd1c7a34103,ddffba2e-ddcb-48fc-ac2e-cecae7ecf070,ed4703f2-56e4-4fa1-b1aa-16145a6e93c3,16,2024-11-01 00:00:00,2024-11-04,2024-11-04,delivered,0,,False
