assignment_id,order_id,route_id,facility_id,actual_distance_km,actual_travel_hrs,was_disrupted,disruption_type,dispatch_date,delivery_date
0e343dca-0b56-4204-a5e6-84a644cef26e,c618c464-6d02-433a-8267-88cc7bcd9d78,126e14f6-58f1-4f58-9385-00bb43d68769,806b17c7-d044-4858-be75-d4ad2a0be545,109.3,1.66,False,,2022-11-20,2022-11-25
08fdfdc1-2e02-4d29-8bd8-1bfec546489f,3896f1c1-4e07-46fa-9731-bde6aefc7f49,e63c9a27-3c53-4725-a0c4-5e6d9bfa90fe,401cb2c4-3d8c-4c79-8693-b66fb8c9f768,375.7,6.88,False,,2023-04-18,2023-04-21
6c23d402-9877-4846-85cc-f71fc8eb7119,b5ba71b2-fe54-43a9-94c7-527a25343ea1,85753984-d36b-4009-823f-60415c840e6b,a358466a-5265-40d0-852b-00e114b60fbe,311.8,10.01,False,,2023-12-05,2023-12-09
39a2ef23-b3d0-4f4e-a8e3-67211b57f197,947cb560-1dfd-4410-9148-aeb47e23a44d,2e29be46-5ee1-45f0-835a-a5d23d7e19d0,fe33aec8-62ce-493c-9772-7256c3bc157b,118.4,2.55,True,transport,2022-02-12,2022-02-17
3b91a46f-f3f1-4b0b-b2be-1ed1affcbabf,71a79c3f-5344-402a-abdc-533993f275ac,3eae61fa-f766-4117-b386-b227d626bce3,1760cf46-90e5-4fc8-b564-21695685a3a7,9.1,0.16,False,,2022-06-19,2022-06-22
a42e84f4-bce6-4843-9759-a12748755770,9afc20d4-d119-4629-b5fc-e0a73f7b2a08,64d9d978-9b28-4456-a9f1-e65e860885d6,fae91a59-d210-46e8-955c-fe2322805d7f,5.8,0.15,True,disaster,2025-03-14,2025-03-18
ce878777-fe17-486f-9752-2e53f2bbc215,8bc2fb2d-b2ce-4ac1-b584-1f450b7b4bda,8a4a05a3-ae77-457b-bae6-de120588f24a,6ebb1cd6-4336-4042-a427-21e6d887b651,218.8,2.94,False,,2023-03-31,2023-04-04
b24e5322-3aa3-4280-82da-dde6c97c50b2,94ee3d77-c89c-41cc-bb0b-a9e94bd06659,97afb738-0046-44aa-808d-184e496c6682,4de9da93-ced1-40d4-ab48-6dccb51417e7,281.0,6.36,True,transport,2024-12-03,2024-12-08
f675d1e4-15ef-4761-b4ea-e0bfbfdd2d08,35ed09a2-2a6a-4015-ade1-691320a94b3a,059c6956-c5fe-41b7-b154-974b926e5283,a358466a-5265-40d0-852b-00e114b60fbe,280.7,7.2,False,,2024-11-13,2024-11-18
f5e0f772-47a4-426c-95ea-0808ef1d69d3,ed0ddd9b-0ff8-4b30-8a1e-861ea16f3193,9461edf4-9799-4b94-ae4f-3e5a0a220cf8,0147e730-a075-4a8a-bd7b-b1b7e82da23d,297.0,6.01,True,stock_out,2024-03-15,2024-03-28
6943942e-1b34-4a90-b8e9-a72e53152a09,05aa648e-01f5-4f84-b143-7d23fa8cf982,86fa11a3-73ed-490d-8b08-093d6b4ba7db,dfb79b7d-fda2-41d6-bdd4-38ec2404c401,406.8,7.57,False,,2024-09-09,2024-09-14
7b3409a1-bcb7-4206-9291-72d070a7c3c5,f0d8822d-3329-4b35-97ad-9d025e04e517,d8229c46-8bfc-48c4-a7d2-55409a4645af,820f482b-7d4c-4705-b3e9-eea15ecd8762,5.5,0.14,False,,2022-03-08,2022-03-10
537d0f6a-da2c-41f9-8f04-98ca0a28fdef,3a59960f-5217-4cc3-ba58-3cba19b7406d,6aca3017-909d-4d33-99aa-e17fbc6380bb,b40a7c7e-eb84-47cf-91a0-5e73e42702ca,307.8,4.76,False,,2022-05-22,2022-05-24
e9ad3e12-b97d-419e-983f-735dcdc1e26f,d884a2e4-abe8-4379-bbc7-dcb907fb69a0,e7833623-c525-4426-b229-a3c24b8bf3e6,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,255.4,5.46,False,,2022-01-25,2022-01-28
5c6b8ee6-6907-4cc7-84db-583d319685a7,a9f2f7e5-128f-4394-a48e-516d34452436,3ee100ca-5aaf-4431-871c-57e406c0d8c9,2c10669e-877f-49df-988b-6f88cea0c8db,11.9,0.25,False,,2023-10-30,2023-11-02
1bb76bcf-f130-4ac3-ae99-1f8215394761,c5a0b2a2-a03c-47f8-b5a1-5d760edf4a73,b29e1a09-0f20-4449-915c-1688c1bc4771,eb0a1ffc-6610-461d-8093-6a12d4937469,1.4,0.03,False,,2025-02-14,2025-02-19
f0b3fdff-7dd1-4f9b-8cd3-df0789f3f91e,05fcbb5a-45f4-4341-947e-4cf93feaec2c,8b54b0a9-3f5b-4dc4-8512-8d9b03670b5a,31a28173-ca6a-4d67-9360-2838c27e34b7,232.2,3.59,False,,2022-02-11,2022-02-15
67adaacd-a08a-4d36-ad20-adb9f6ee225d,a0e7d1e2-721c-4c88-a573-0cee89b6fac8,4354eb13-705e-4deb-b791-8880e6782bc5,dd834eb1-aaae-4891-b2ad-374d652abd13,10.8,0.28,False,,2022-01-15,2022-01-19
8b35fb6d-e9f3-4892-bf17-791269d7cce8,9301e71f-2efc-42ff-890d-8643d7622d9d,57238f05-0d9f-4e45-99ff-716183527bab,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,360.0,7.96,False,,2024-09-11,2024-09-12
ba330161-4408-4696-a315-11a6080df1a8,e4670c17-7369-48c8-8c8c-99738fb43543,238cff30-d2f4-4d6b-aa53-3517dcff741c,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,6.3,0.2,True,transport,2022-07-24,2022-07-30
17d4cdf7-c26e-4efe-9096-861777c05566,9f07fee3-e168-4d87-9ea8-3a070800d93f,35998fbf-e47f-4413-a698-cc2be60dde31,b49a2296-bdce-41bc-bf54-85c773ddb57d,18.5,0.38,False,,2022-05-10,2022-05-12
678dc6a4-da94-437f-914e-150ada9fc5d7,227c1b5b-72a9-4323-87ee-a9ff4ed3e3ae,f3d96d66-a984-4b33-886a-5a308dc55823,a808bba1-23fa-4a2c-96c5-495ca4360c3f,465.0,10.26,False,,2022-01-30,2022-02-02
0903b595-bcd9-4cff-ac5f-ad57ebb151a0,3645e86f-62b9-45f3-bc39-c07482aae525,93cd12a6-5f05-44cd-a493-14acf080245d,bed2c1aa-514a-41ac-a282-a483af506301,3.9,0.09,False,,2023-12-31,2024-01-03
b33a900c-6483-4058-92a3-52eff3d9c1c8,ab9863ba-6e5d-4a6d-9209-3b66c0c7646f,2dc627f3-201b-4dc1-b6d9-d7381ce25614,eb0a1ffc-6610-461d-8093-6a12d4937469,372.9,4.75,False,,2023-04-15,2023-04-17
a9f03356-df04-4146-bd87-cac1cf84889d,d08429ef-c70c-4d9e-9b11-72a10f90a2a8,9cf14983-f70f-4c96-8b4e-9907c9109610,57229351-d8e3-4fab-951c-dc8c980d72c0,108.6,1.59,False,,2023-03-24,2023-03-26
01e148a3-301f-4f6e-be4f-cc4eea925162,7355c15e-56db-44c7-8775-ad7620508a45,022b7107-6047-4eb0-81ac-894a29cd3cf0,98e0d752-46c0-4b17-8810-4308cc191df8,282.1,8.5,False,,2023-10-09,2023-10-10
fc2c7ff5-abb0-42fa-b02a-270e77f42088,33a77866-5a2e-4646-b9ad-50623d926767,b923b7e7-301e-467f-afa3-bb7ca5b5b0e6,a0c953e6-f4d9-404d-9135-488a257b9e39,96.7,1.94,True,transport,2022-06-13,2022-06-19
97fb9935-9d29-493d-b9e5-edb37c395f03,3d5bc542-1155-42af-8393-664cbb0e5951,0e7c0398-bfdf-446b-b7cb-003a14267c1a,f4b4a7a3-22b2-42b2-83ed-636f0947ef6d,17.2,0.33,False,,2022-08-19,2022-08-23
a672a828-8582-4f2a-9b74-4d87d46c40c1,2ff24cec-80fc-41fa-9b5a-aa4c94e209b4,ad011d77-b3f0-4ee5-b411-19f6247604da,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,6.6,0.14,True,stock_out,2022-08-26,2022-09-07
18b44868-ec5c-468f-a800-ebd41b745bf5,5743b615-5a1c-4d02-ad06-7852ae2db0d7,427f8e9c-fed8-45c6-86b2-cbb0448d2e3b,a0c953e6-f4d9-404d-9135-488a257b9e39,389.1,6.26,False,,2024-02-13,2024-02-17
548a8152-511e-4fdd-96e6-836b010d745a,ad203299-a8eb-40ec-8295-8e05ff2e3f16,8d154827-e552-4a86-8707-7e0842dc5c7a,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,158.0,4.1,False,,2023-03-15,2023-03-17
cba42855-cf97-44bd-8f00-09ffeb80ee26,67ca6173-1467-464b-8227-544272ee0e11,1a99aa07-06a9-4362-8ab0-2ba3a4cb676f,a808bba1-23fa-4a2c-96c5-495ca4360c3f,67.4,1.17,False,,2024-03-01,2024-03-04
5b113087-8216-4020-ad80-9cf8035d47cd,78c33a24-0af4-4f8c-9bdd-df3b22440a07,b7c1c304-b8c6-487b-8e72-4863efa0a565,65dc85ee-f185-47d6-84aa-43ca635e1c0b,232.7,3.78,False,,2023-07-02,2023-07-04
358ee74b-ebf3-42e8-98a3-0a6ec5099ca1,7f0b7f66-ec99-4375-ba1d-871ab294a129,f256570d-ff29-482e-ac79-0bfbbd312516,77292609-8620-483b-a2b9-e7a1c72fd793,421.0,11.68,False,,2024-11-16,2024-11-22
a462737b-16e7-4410-b157-fe7fe0401e9c,e767fc22-933c-4211-9bbd-6d56163823af,005d1455-ce7b-4fa9-a290-300d83859e43,31a28173-ca6a-4d67-9360-2838c27e34b7,167.6,2.96,False,,2022-06-10,2022-06-14
91cf9c32-fd30-4c86-a271-907ad7a7da9e,6637725e-96b6-409d-8fe4-dd9840d07a76,cca8a61b-88bb-4c13-83b3-95fbcd4b6629,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,98.7,1.69,False,,2024-12-05,2024-12-08
ec3f7679-0e5b-4199-ba21-05a37e0d58ee,26a71d75-d929-4223-ad13-dd5ccf804af1,2361c09d-630c-4363-86a2-87f7343ab856,806b17c7-d044-4858-be75-d4ad2a0be545,474.1,12.39,False,,2024-12-03,2024-12-07
30e123dd-bc09-428d-ab45-af20e0ff446f,717e6103-af63-4595-9348-358e9bc94cb9,35b23888-fa90-4d47-a110-96e6727151b1,a358466a-5265-40d0-852b-00e114b60fbe,152.3,2.52,True,stock_out,2022-12-08,2022-12-19
6de41971-8069-498b-b00c-a6056938799d,d02cff75-c389-4401-8cf3-01c93ddfad5e,c7553adb-e58f-4067-8fcb-06a2ddfa0a5a,886a5c01-1a69-44af-bbd8-bfac1c904067,324.6,10.99,False,,2023-10-07,2023-10-09
9ffde485-adfe-4c5d-a9de-d727b8e48d16,fc13955a-a1f4-4a36-a531-96e3f8aadc6c,3cb37c6e-74cb-4ac0-88a8-5e9d2e579b6c,820f482b-7d4c-4705-b3e9-eea15ecd8762,10.9,0.26,True,transport,2022-09-05,2022-09-11
e8a0a09d-1ea5-4cfa-85b1-3e23435bc058,270ff116-5be7-4178-88b7-8d783a9257e9,c073405d-b9b0-4d0c-a68b-c04d3a20dd3f,2c10669e-877f-49df-988b-6f88cea0c8db,457.4,9.96,False,,2025-03-21,2025-03-24
065be512-8aa0-474f-ad20-218c43cbd661,5cf9e845-571a-490c-b852-4021644a548c,53543b22-49db-46dd-a7ca-4793f8c22841,d5b5ef8f-7f44-4963-bd2b-b0d9257a7e70,91.0,1.41,False,,2024-05-14,2024-05-19
b4ed7257-84b5-40bd-b1df-ebd3a1f11a6b,67c730b1-1771-4dea-9c76-2cc15a334d42,37519704-7536-41fa-be88-ef3109eb7695,cc8b8416-bfe6-4b78-9ae0-dc3a028df947,245.1,4.79,False,,2022-07-30,2022-08-03
36fb1463-43e7-4c43-b4c5-89c252a0bf75,d658dcec-af2d-40b6-b910-70eb1cb652b2,30789202-d665-48b7-b57c-c418d23dadf8,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,52.5,0.74,False,,2025-01-03,2025-01-04
3f6c1487-e72c-4dde-a056-7b1a005edd8c,0d763d9e-ab84-4263-9f21-2a8b5c879daf,cf08f9f0-574f-48a4-b4be-c4a0fc9645ee,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,277.1,5.71,False,,2023-01-09,2023-01-12
04f28c6e-7100-486c-adb7-f406d49c2bc1,f3c64f42-672d-47ca-acb3-1f572e2622fd,511ae27c-2b07-4ba0-9aa1-c8b102d0bcc4,fc9a1edb-f1e0-4eb4-af44-f6a3e33ce7b1,336.0,13.02,False,,2023-08-06,2023-08-09
1f4dfd26-9dce-4a40-8d6a-627deaa5245f,0d9a8cb7-49cb-4199-8b24-d0a70f6fbe44,9a78e319-6c84-4fd0-a7b8-4b655731f652,77292609-8620-483b-a2b9-e7a1c72fd793,351.0,6.84,False,,2023-04-07,2023-04-10
ce75bbdb-f174-4026-927c-6976ded796ce,e57ff479-d499-4b53-9977-e6b86c8deb53,abd1c7f9-1a29-44c4-a454-e0017e1d7b6b,820f482b-7d4c-4705-b3e9-eea15ecd8762,151.0,2.8,True,stock_out,2023-07-14,2023-07-20
8a63f555-d98f-4309-bf23-aa54c00bfcd9,d0742298-427e-4040-b412-342dec56b042,8c67965c-1d93-4cbc-b90f-aeda864ed282,bed2c1aa-514a-41ac-a282-a483af506301,379.6,6.16,False,,2024-04-03,2024-04-07
4577367f-925c-4c21-831d-957023b24069,d7d35a6b-6972-44d9-957c-469ba1360993,7ad44479-43d0-4942-a422-36f25cc68083,eb0a1ffc-6610-461d-8093-6a12d4937469,378.9,6.18,False,,2022-07-01,2022-07-04
fbe9bfee-7013-44c7-8e92-2db9a05ab5e3,5eba45da-b70b-4822-9d25-e2fd2b235fd9,d9c700bf-a9a9-4ffb-a235-8dad25350f25,b49a2296-bdce-41bc-bf54-85c773ddb57d,263.8,3.99,True,transport,2024-05-29,2024-06-08
a5fafd6e-248c-422d-a771-e59aed735f68,dcf3cfcc-16fb-442f-9aaf-51a8c4246c81,7955b81a-dcfe-49ff-afde-7d95c369b1c4,943dcbc1-e0cf-405d-924d-ff309d9a66b2,314.5,6.69,False,,2023-03-28,2023-03-30
272973c8-fb40-4e2c-b95f-3120ad3b9a2b,b3b563a5-be6e-4e57-99b7-04673c641311,2c4d2a8f-5643-4a59-be6a-19b8d34fb5a6,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,5.2,0.14,True,weather,2024-08-07,2024-08-18
340cbfd5-a5b7-4496-83bc-74c885454cba,b235b802-a801-4434-860e-bd789a73b1bc,10d00a6e-e639-4b59-82c7-a0dd1ff68bc0,96dc98c7-a0ad-4c3a-aed1-07de9e210bb7,6.2,0.11,False,,2024-03-27,2024-03-30
29dcbf76-453d-46e0-932d-9f315a09ad12,78b78035-d70f-45ea-9cc0-a74833a059be,313e7947-7d9f-45b7-b4c6-31627782ca75,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,301.1,4.85,False,,2022-01-26,2022-01-29
b1967d52-654b-4aa2-afd1-fda12db56ed0,f1b25ee1-3767-4a63-83de-22dfc44430bb,7a3bd0e3-2148-4e50-9060-7f73ede158f3,0147e730-a075-4a8a-bd7b-b1b7e82da23d,170.7,2.89,True,stock_out,2024-02-01,2024-02-07
db6b464a-882b-41e5-a334-70cec5ff58f4,fee540a7-792d-4821-8d71-c9bf94a5c61b,b6f4bf23-e942-41b8-9aa3-106a783fe0d7,886a5c01-1a69-44af-bbd8-bfac1c904067,171.7,2.25,False,,2022-02-05,2022-02-09
065245f0-ae38-4012-97cc-0f0863367683,1d711d32-1c5f-41f3-8279-e63a457befe1,9996e192-80b3-4d2b-999c-92618f5ee249,806b17c7-d044-4858-be75-d4ad2a0be545,126.9,2.33,False,,2022-01-15,2022-01-20
66c58441-1524-49f3-9fe3-b08fd4c92597,750f7534-f8a3-423e-ac33-38dcf6f0ca06,020568f3-418c-4601-8bb1-546da546293d,92366c87-92d8-4174-bdac-9d3aedc179b0,6.3,0.13,True,customs,2024-03-02,2024-03-12
025327da-4f20-4f6f-844f-27447395d653,12f73d2c-2b75-4cad-9fae-212fe725c371,13a296a7-ed28-41ca-812f-0d1f52e99c14,dd834eb1-aaae-4891-b2ad-374d652abd13,301.6,6.49,False,,2024-04-18,2024-04-20
045d6ae8-4c07-45f7-a66d-78ae35932a8e,7f7f441a-2e5a-46f5-b754-480bf3f7c8ae,126e14f6-58f1-4f58-9385-00bb43d68769,806b17c7-d044-4858-be75-d4ad2a0be545,111.7,1.68,False,,2023-06-30,2023-07-05
62fba69f-eebc-4592-8b83-f555a4e4bcf5,3d68f80d-faf2-45da-8390-bd60b6e9bf8a,6a7694f9-0e76-453e-93da-bd4224675e37,7aff3511-d078-448e-a99d-90bfc23f7d81,83.6,1.95,False,,2025-03-18,2025-03-21
3e4f76d3-9d70-4ecb-9d47-1f4e94ab7262,d3906fc5-1932-4ee5-9054-21a3a4b61dd0,931c8c9f-41f4-4fcd-ac43-1e78f425299c,a8f9f3d4-e4fb-4797-abf5-2ab8c2948574,9.9,0.36,True,stock_out,2023-03-04,2023-03-09
ad6ce890-8932-44ee-aa4c-c82b5e9787fd,10cf71f6-1f36-4931-b04d-110d385d28c8,bcebe16a-5c8f-4cad-a4d1-7c5f64914c52,fc9a1edb-f1e0-4eb4-af44-f6a3e33ce7b1,181.3,3.59,False,,2025-03-19,2025-03-21
711e1e63-7d79-4b1e-b90d-9edacedad31e,318c2919-a89b-4ff8-b5ff-f4a9159c0544,8fed38de-d6ce-4a52-bf87-877000932279,bb873a93-3bde-4136-a0f3-0c7b476f70af,484.7,14.49,False,,2022-04-06,2022-04-10
5b5b854f-8ef2-436f-969a-3012123705b6,638ac59a-cf5a-41d6-a3d6-8dc0c6c48009,66953514-4099-4e43-acab-72732c627b1f,bb873a93-3bde-4136-a0f3-0c7b476f70af,393.7,9.31,False,,2023-09-15,2023-09-20
3ef68c65-f33a-43e3-add4-71e0cbcc2474,e657ad78-bd46-421c-b5e6-64431b32b343,4aaf51bd-0be2-486f-bf5c-e863ce6001ab,0147e730-a075-4a8a-bd7b-b1b7e82da23d,8.7,0.17,True,customs,2022-04-30,2022-05-14
80241ef2-2ce6-4105-a65c-2e187a5e44ee,511b72f8-c54f-4129-9071-9c88e410bbe9,8fe489b2-94f8-42f8-aa99-d713eed4ea08,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,302.4,7.48,False,,2022-04-16,2022-04-20
17f67dea-0b56-4846-a97f-5d79b590583b,cdb7ba0e-10e9-4416-b2a4-72f45549bd48,f243cab6-93c6-4469-8151-c847e9076bcb,98e0d752-46c0-4b17-8810-4308cc191df8,484.2,10.74,True,stock_out,2024-08-05,2024-08-13
a2af03f7-de93-42a6-af11-93c4d2c59dcd,c59acc3d-1968-4210-adb3-4afa7415e86f,55f2f265-bd9c-4087-a423-e39ef867a932,fc9a1edb-f1e0-4eb4-af44-f6a3e33ce7b1,199.6,5.63,False,,2024-02-17,2024-02-20
ea17e7d3-b7d6-4196-b007-334b402e3329,a2f51774-6fb6-490d-b8e9-7d53137744f9,deb3ec46-327a-44b8-a12d-3658163a22a3,2c10669e-877f-49df-988b-6f88cea0c8db,107.2,2.95,False,,2022-05-19,2022-05-23
75f0a530-8681-4ca1-9bf6-f20557e9c0ed,a8d72b18-9d7c-47b0-8425-37ff62b6ad7c,3d093de4-2e07-405d-a5f5-01d35e89dd87,2c10669e-877f-49df-988b-6f88cea0c8db,20.8,0.31,True,stock_out,2024-06-21,2024-06-28
f02db5d2-c9ce-47ab-b3f4-e8a00794e58b,e3e2e1e7-844e-40d9-b553-3d57dfba043a,d3462e44-a44a-49c8-b30c-3f23e097527c,991f7eff-0c45-4d05-9bc6-2c1d3a58c947,184.4,4.78,True,transport,2023-04-02,2023-04-10
91bfab74-7688-4017-9d8b-58fb4ce85b82,68f9d227-fd0b-4b30-9843-2ba7476365ae,cd02a13d-5744-4e98-a813-d281e5c92756,eb0a1ffc-6610-461d-8093-6a12d4937469,339.8,6.4,False,,2023-09-18,2023-09-21
871d9c64-65bd-4e69-9c38-524fc8d93ddf,d4c155ba-59c5-4f1b-98c5-a0b2ff590d27,3f738003-17a2-4132-892a-d6251b02e69c,2c10669e-877f-49df-988b-6f88cea0c8db,29.6,0.53,True,transport,2025-03-28,2025-03-31
98e1650c-10e3-4a8f-8660-37ff0a89b26a,92f03ac8-ec05-414a-a61b-5199c8869fcf,3fab6f5d-03f5-4dbc-a73c-47c3cf0b3809,bed2c1aa-514a-41ac-a282-a483af506301,368.0,7.58,False,,2022-11-25,2022-11-27
27f0a3b8-e182-4cee-a186-3b499797c3c4,12ac0439-6b4d-46a1-8736-b78e881de19d,e9ee5a8c-a568-43fc-b7e0-618c8c638c87,e5506a3a-f3b6-42fa-a22d-00cff9e0acad,296.7,5.94,False,,2022-07-16,2022-07-17
a5891b28-bbea-4bac-a500-1d5a34ed8ed5,40860188-eb02-422e-8b81-5e7d5be1128e,e31fbae9-6607-49fd-976c-6133e502a538,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,56.7,1.19,False,,2023-06-11,2023-06-13
783cf8ea-e680-4f27-a347-c02cb32cfa8b,7e73f04e-4d57-450b-8333-fbdd631be8d3,163cc71a-3ce8-44e1-97cc-ea83ef67e8f3,e75c24ce-ea39-4952-8e06-5f2f0f0b6f04,312.3,7.97,True,transport,2023-05-31,2023-06-03
f6b23840-855a-4eab-9201-db5e986679a8,de80546a-9e22-4584-8fc9-fac3bb479824,c6a427a3-08c5-49bb-bd99-ce51b9b77649,e37b51fd-2d91-40ea-892d-e5fa0abd7d93,388.8,11.69,False,,2024-11-07,2024-11-12
f05012a8-d848-4cad-98d3-fc4772e0f9ec,b6101e47-8a23-437b-880c-bc0ee48d0ea4,1d68c36d-6db2-4653-a32a-5e259a10f36c,a358466a-5265-40d0-852b-00e114b60fbe,172.9,4.02,False,,2022-09-18,2022-09-24
82b98942-081e-4bd5-994c-ed65a065d6d2,146da2b0-9deb-479b-8763-c10926d561b6,9e24e260-c313-453a-8716-483bfe9ed2ed,bb873a93-3bde-4136-a0f3-0c7b476f70af,360.7,7.85,False,,2023-10-10,2023-10-12
ffb143a5-8ab2-4b33-b01e-35b523b5c095,e9513a07-5a71-46dc-9887-27ae140da201,823789cf-80e0-4e2f-9ce8-7079c4f16381,98e0d752-46c0-4b17-8810-4308cc191df8,8.9,0.29,True,stock_out,2024-02-10,2024-02-24
980c1743-5367-407f-9b73-ab248f6874b0,b70892d7-b8b0-4881-87f8-51e6191a0245,6deaea19-6a7b-4c29-8e87-2de8b6df0662,65dc85ee-f185-47d6-84aa-43ca635e1c0b,311.1,4.88,True,transport,2023-03-28,2023-04-01
6c1da595-d48e-4205-8cb3-d4026fc36db2,48952c1a-1f54-4626-b4f6-706b675a7775,e71834e8-1f38-4024-92af-28e94d7439e9,6f8122ca-4ab3-4370-aaa4-24715eb38f9a,85.2,1.65,False,,2023-11-28,2023-12-02
c4bd43a5-55d3-49d4-b798-acd80512cbd9,f7449a92-89de-4ecf-b23c-82757ca55f4b,98181c5e-024f-43a1-b9d9-5142fce72a95,dfb79b7d-fda2-41d6-bdd4-38ec2404c401,375.4,6.29,False,,2024-01-09,2024-01-12
8087194c-1b62-4c9f-ba48-6bee4c7e64b8,1508fe01-915f-46d6-95b7-bd23a579db07,56992704-0151-4d99-8010-51a8c39afe32,65dc85ee-f185-47d6-84aa-43ca635e1c0b,107.7,1.59,False,,2024-06-17,2024-06-19
a728db8d-731f-40d0-be5d-1ef538611024,c48f60df-6f8f-41ef-95d7-d853b1eb4797,081f0ee4-bb27-4030-89f1-ed7aae149f74,31a28173-ca6a-4d67-9360-2838c27e34b7,8.7,0.16,True,disaster,2022-01-08,2022-01-13
921eb605-5893-45c2-a252-26150d7a549d,0d4c61b7-ff29-4e56-954f-9f42148f31f1,2361c09d-630c-4363-86a2-87f7343ab856,806b17c7-d044-4858-be75-d4ad2a0be545,471.1,12.39,True,transport,2022-05-04,2022-05-11
ce935d2b-55e0-4368-9772-8b61e947676b,828161ba-ecd5-424e-8932-2c7e445f8fca,d29c0d84-a69d-443e-a2ed-c56d1c83b825,65dc85ee-f185-47d6-84aa-43ca635e1c0b,278.9,4.27,True,transport,2022-12-22,2023-01-04
df734cda-f7c8-4a26-87f3-37f3a4479d53,95955501-7175-4735-9dad-e7bde7f8ecfc,cca8a61b-88bb-4c13-83b3-95fbcd4b6629,583abb54-6df1-4432-b2a0-fd6d6fb36ec1,102.2,1.62,True,stock_out,2022-01-25,2022-02-02
75f02cc5-8d40-41ee-a339-55730b133eeb,01b21c10-a638-4480-b6cc-b2dc1f99aa48,877525d4-9efe-498d-82a4-597559a4f443,fc379ba5-711c-44fd-8fd8-92740cbf1b1c,359.6,6.23,False,,2022-07-11,2022-07-12
