delivery_id,order_id,supplier_id,item_id,expected_date,actual_date,delay_days,delay_reason,season,created_at
b719c4f9-5372-4a5c-a6f3-b7a54aada981,eb66b03b-5c89-47f1-85c2-b9783bba0717,b7772cfb-9427-4bf8-94a6-f478bd24d2d1,d58ff740-5495-4cfa-91d5-2af1b2116a6b,2026-01-04,2026-01-04,0,,winter,2026-05-14T19:49:36.390094
ac8ff571-c518-418e-904a-3c0ab859d826,5f0a6c63-1356-49e0-ae78-84ed2c993313,417f137f-a65d-40bf-8361-9a2bbab8b9a2,70a64c46-c46c-42ac-b6a4-d928e1c43cd3,2025-12-08,2025-12-08,0,,winter,2026-05-14T19:49:36.390117
c26332d0-235a-43c0-b764-5db540b2f160,78712aab-0191-4c60-8cc3-c1b7bdee0e5f,920beb94-392d-4d45-99e8-14ec69798aa6,bc3dd140-7195-4618-9a27-4e4bbe66a3ad,2025-07-25,,0,,monsoon,2026-05-14T19:49:36.390144
3a9fc1a2-e38a-4e18-9cd1-f40852909871,73a0af6e-89b8-4a2b-be0f-5c72dcd02cb8,bb84cadb-6f5a-43f3-9292-e443a44cfb1d,f6f392b4-c0bd-4731-9681-5649f2f0435f,2025-08-19,2025-08-20,1,weather,monsoon,2026-05-14T19:49:36.390170
edf0d66c-dfac-4a9a-9701-c6e52469edfd,258c7eec-8a79-43f3-b471-f01f971d75cc,f843db1e-eb10-4099-ba26-42c3c384c6e7,0fc06af5-8b70-4a58-b529-87f012309718,2026-04-10,2026-04-10,0,,summer,2026-05-14T19:49:36.390197
97945241-50d7-4d9b-aa6f-8aad8865b0a1,e8b26117-6e5d-4bfd-9492-e6b11ef5c043,6fe57ad1-2193-4ea6-8291-42ddfb3c9a49,b70d6d6e-5e1f-4a16-93e7-72811201e889,2026-03-14,2026-03-16,2,stock_shortage,summer,2026-05-14T19:49:36.390223
dacf10ee-919e-48ce-b783-7628916dd416,5e0f2893-0bca-444a-b168-06d12f121f49,b7772cfb-9427-4bf8-94a6-f478bd24d2d1,e1058a27-65a5-4a68-b2d2-a145cff39651,2025-12-03,,0,,post_monsoon,2026-05-14T19:49:36.390250
e5d075a4-476f-451b-b1c5-bac7f9e7fa0e,0908e83f-2cb0-4ca6-82f6-45fe74d1cd69,6f176354-1523-437d-917c-9fcf909ed0bc,2fd30533-52ca-48b6-ac2d-02278cc46176,2025-06-08,2025-06-08,0,,monsoon,2026-05-14T19:49:36.390274
1e37f8c1-4770-480e-9a8f-3a00c20aa0fd,f4915af7-ed9c-4f41-8bb6-ef7a9c4c28c9,417f137f-a65d-40bf-8361-9a2bbab8b9a2,d58ff740-5495-4cfa-91d5-2af1b2116a6b,2025-12-15,2025-12-17,2,stock_shortage,winter,2026-05-14T19:49:36.390304
5ed01290-d0da-41f4-aa4e-6c27e41e9ba7,641d9b20-c040-4eac-9605-7718c3194df2,f843db1e-eb10-4099-ba26-42c3c384c6e7,78e90da9-56fd-4222-b113-62f6b30846bf,2025-10-09,2025-10-09,0,,post_monsoon,2026-05-14T19:49:36.390326
68917753-e0de-4312-b29c-2ec0f619f9b8,96447dfe-25b9-4e67-abc3-823ab5fe25ed,ad47af14-149b-4b9c-b2f5-cb3f3e91b52f,5f810d20-b641-4084-9fe1-28765a08f313,2025-10-03,2025-10-03,0,,monsoon,2026-05-14T19:49:36.390354
79cee8c2-86d0-4c1c-af3a-4227bb0475d7,64c18f09-bb22-4438-b0b8-a8e8c43452af,f5d30e3b-0fd7-4692-acd8-8f8213a9984a,80529d5d-907b-4629-84f9-8b956af1bd8c,2025-12-25,2025-12-25,0,,winter,2026-05-14T19:49:36.390377
87ac5bc0-e609-4686-9048-a490785458e7,f1b57131-73ec-45a4-bd0d-044e92a189d4,f6389092-6f95-4c40-8535-08b0c21124a0,43321739-8331-45ca-a26c-99eaf5248ed9,2026-01-15,,0,,winter,2026-05-14T19:49:36.390402
6720b456-59eb-4664-b33d-3b2d17c26b7f,6fe2d5f7-83c4-465a-ab97-cd38087ee2a1,f6389092-6f95-4c40-8535-08b0c21124a0,0fc06af5-8b70-4a58-b529-87f012309718,2026-04-22,2026-04-22,0,,summer,2026-05-14T19:49:36.390426
000f8fd3-e060-4743-b123-777a7235fbd2,136c08c2-f5e5-41eb-acb4-1a21001aa735,920beb94-392d-4d45-99e8-14ec69798aa6,b89f4757-7b13-4010-8fa0-a950d6ef0520,2025-06-27,2025-06-27,0,,monsoon,2026-05-14T19:49:36.390449
e5500d61-3252-4028-ac42-594444ce9bf2,9655d752-ab87-46ec-892d-6d6f1b54c177,589325e8-ed43-4f59-bec5-160a1c7739e6,6764e923-92a6-40ef-a7c9-351c40a71697,2026-01-12,2026-01-12,0,,winter,2026-05-14T19:49:36.390470
8a736124-b7e8-45cf-b5b4-2979ad3f9436,ef8fdd59-d67b-470d-ab9d-c0bf4c951272,00683dfc-65fe-4a94-b334-4ff169848269,34901ecc-424b-49e2-8442-330c59876f67,2026-01-27,2026-01-27,0,,winter,2026-05-14T19:49:36.390497
b1d31be9-6183-45da-96ca-f7516691c2fe,2be25703-6da5-4470-bedc-02d27d541533,589325e8-ed43-4f59-bec5-160a1c7739e6,af196ed4-4e70-48dd-b379-9975e91f4be8,2025-08-04,2025-08-04,0,,monsoon,2026-05-14T19:49:36.390521
d4466db2-f3d4-43ba-8e53-fb10512cbd63,ed13658e-7f2c-4b15-b303-aca1ca07e3c3,6fe57ad1-2193-4ea6-8291-42ddfb3c9a49,fe94d45c-847d-44e7-a34d-6887fd98847a,2025-09-21,2025-09-21,0,,monsoon,2026-05-14T19:49:36.390540
f4ae6dbc-5dde-42a6-8517-2aa34b13e624,00e749b9-296a-4656-ae98-3964024e765a,6fe57ad1-2193-4ea6-8291-42ddfb3c9a49,ccf12a69-4b18-4456-ae6d-32b2d937a78c,2025-10-01,2025-10-01,0,,monsoon,2026-05-14T19:49:36.390559
8a7eda6a-6207-496f-8e89-4ca5ef4e79f7,a6b83e99-5c45-4a90-9268-1f57c6b52f47,29c67ea0-fd8c-4e42-bcab-625e1260e889,30342710-f176-489c-a5b9-3a994eab9ac0,2025-08-10,,1,weather,monsoon,2026-05-14T19:49:36.390578
f99fca06-87bb-4ae9-9e2a-a3aaa75825a5,49e65290-8e58-4e6d-b4d2-c84eaaddb698,ad47af14-149b-4b9c-b2f5-cb3f3e91b52f,26719db9-9b13-4e95-8e10-7eb75055974f,2026-01-12,,1,other,winter,2026-05-14T19:49:36.390598
4747a114-a57c-4f86-8c8d-7b531b500da2,271d14bb-2705-4fc1-a328-45b00674736a,589325e8-ed43-4f59-bec5-160a1c7739e6,af196ed4-4e70-48dd-b379-9975e91f4be8,2026-01-14,,0,,winter,2026-05-14T19:49:36.390616
5624c39b-bb86-4a8a-81bc-33c451d51a65,20728c9c-d9ee-43a8-bca3-7aad87adbdf4,937267a5-13c4-43fa-9841-18aa7b3116f9,ce29f402-2f4c-44e7-bfc4-cbf36d01930a,2025-11-30,2025-11-30,0,,post_monsoon,2026-05-14T19:49:36.390638
f5efbc0c-6016-41d3-8843-d3200e8034c8,6f50edab-48cc-48ef-9872-ddd252546ee0,0e9a0cc7-1b53-407b-9caf-2d2d4b1ff0a9,eab5aaea-d425-419a-9679-b6d0e685b32d,2025-11-05,2025-11-06,1,stock_shortage,post_monsoon,2026-05-14T19:49:36.390660
d6654ebc-95bf-4a15-a6c6-64c1c4e9b903,0bd58617-f10d-436d-b8e9-0e88cf39c57b,920beb94-392d-4d45-99e8-14ec69798aa6,32b01f52-ab61-4788-979d-9b4f6d29a345,2025-11-29,2025-11-29,0,,post_monsoon,2026-05-14T19:49:36.390680
a6c04e6d-4d4d-4fd2-8526-146265c25817,5d2dad39-6da4-4c42-980f-bc4efc67f25f,bb566f94-e52c-4412-a82b-d8421628fdce,5b857683-1c51-474e-86c7-4b3af451024e,2025-10-31,2025-10-31,0,,post_monsoon,2026-05-14T19:49:36.390705
83aff6df-4f9f-4497-9cc4-091b7d92f265,9f035668-9201-4a4f-a9af-c6b4e4c324d7,6a58e677-274d-4820-8348-1bb1cae5add1,27c115d5-5fa7-4dd0-8704-99db64c1d1a7,2025-07-27,,0,,monsoon,2026-05-14T19:49:36.390724
c8a799a7-552e-44b9-b659-93fcf66880c7,a0ad6af5-c4f0-43f9-9009-5561b02166df,f843db1e-eb10-4099-ba26-42c3c384c6e7,b647a3f2-5c0e-4416-9129-31718085fc6f,2025-10-28,2025-10-28,0,,post_monsoon,2026-05-14T19:49:36.390744
122be6bf-7874-4555-9673-e1b3db2b3f14,6a4311c3-60aa-4926-a1be-0aa04c6e8234,589325e8-ed43-4f59-bec5-160a1c7739e6,bfd701a9-5ee1-408c-864a-c61afff88353,2025-08-10,2025-08-10,0,,monsoon,2026-05-14T19:49:36.390764
3097d5d7-6bc9-45be-b76b-a1a17cd03faf,2ed39b17-46e5-487f-9320-338c361f3d8c,920beb94-392d-4d45-99e8-14ec69798aa6,a52d8730-de9d-40b4-80e2-4eacf73529e0,2025-10-04,2025-10-04,0,,post_monsoon,2026-05-14T19:49:36.390785
1c7a02d4-1d36-46aa-9803-9ca8f193aaec,5ee664a5-1633-4141-8626-17791b061db6,b7772cfb-9427-4bf8-94a6-f478bd24d2d1,5db89c33-b533-4b1c-bcd5-ac4abab9817a,2025-09-21,2025-09-19,-2,,monsoon,2026-05-14T19:49:36.390807
a78ed7a0-368f-4cb0-9139-b413457d2c2e,754b06b3-f560-45df-afbd-c86d50be977d,0e9a0cc7-1b53-407b-9caf-2d2d4b1ff0a9,37921e4b-cae6-4cb7-aecd-16c556a54e68,2025-10-28,2025-10-28,0,,post_monsoon,2026-05-14T19:49:36.390827
e202b995-d958-4463-a9a5-e798ccd3536c,84b89a7b-100f-44ee-a4b3-750a072be8dd,417f137f-a65d-40bf-8361-9a2bbab8b9a2,0694a9d4-8be8-40b3-8d84-4c92a13ec43f,2026-03-08,,0,,summer,2026-05-14T19:49:36.390847
b9153359-71a5-4a80-90bd-a9ee35952c50,1bf98a43-c221-4c6c-b3f1-831b4aed7dc1,f843db1e-eb10-4099-ba26-42c3c384c6e7,7ef64dfe-808f-4c10-b898-4d57cb025650,2026-01-27,2026-01-27,0,,winter,2026-05-14T19:49:36.390868
301fec00-c455-425d-a2c1-b4abd70121da,0a0e6794-0b33-4b92-a4e1-72c1e9b88a5e,f843db1e-eb10-4099-ba26-42c3c384c6e7,7e58c27e-2271-4e20-9b9d-faf5ffd7c337,2025-10-12,,0,,post_monsoon,2026-05-14T19:49:36.390887
6bc65507-1a69-499a-8a3a-e1fb8281250d,77baaa92-4f56-41e9-a7d8-328f1d706a11,0ab49c1e-2b76-4773-9b0f-7bb455f376d9,27c115d5-5fa7-4dd0-8704-99db64c1d1a7,2026-04-21,2026-04-21,0,,summer,2026-05-14T19:49:36.390907
d0c2e4d2-78dd-416d-a089-aabb3b9977d2,d5a3de26-a630-40ce-83ae-565d8e69a333,00683dfc-65fe-4a94-b334-4ff169848269,32b01f52-ab61-4788-979d-9b4f6d29a345,2025-06-21,,1,weather,monsoon,2026-05-14T19:49:36.390928
d0dbdd01-4dc4-4e35-8ec4-4e2cccac78f5,4b1e0e6c-f170-4053-95c4-27b716123596,0e9a0cc7-1b53-407b-9caf-2d2d4b1ff0a9,613f1902-2368-4b07-9b0b-0ed941f8ca3f,2026-05-07,,0,,summer,2026-05-14T19:49:36.390948
a2356f6d-6dc7-42eb-acce-e74cffc3ce9f,fbd141f2-04bd-40fa-8b91-e345bf0d7c5b,4aca3b60-5012-43c4-abc2-cd144f319367,26719db9-9b13-4e95-8e10-7eb75055974f,2025-08-02,2025-08-02,0,,monsoon,2026-05-14T19:49:36.390968
aa58d36b-1f0c-447e-aec2-e0e4997fb777,5e9d97ef-95d2-44c4-a22f-57f9c3a3b5f5,417f137f-a65d-40bf-8361-9a2bbab8b9a2,8349385d-0163-4e73-9b36-5229d034473b,2026-02-21,2026-02-21,0,,winter,2026-05-14T19:49:36.390988
6f709bef-9fb8-4ced-b31f-5568ee5b3505,a14d605c-6132-40d5-84bf-c5c72bb062ba,00683dfc-65fe-4a94-b334-4ff169848269,bc3dd140-7195-4618-9a27-4e4bbe66a3ad,2026-02-26,,0,,winter,2026-05-14T19:49:36.391008
a706f299-a837-4527-988b-2b4049d4b126,be060eaa-9c31-4cf3-aa36-2ed77a2cd1b1,9fb02bc6-4c92-42ba-b82d-09964e7150e0,0bed27e9-ca09-4cc6-8026-88fa97ba4496,2025-07-27,2025-07-27,0,,monsoon,2026-05-14T19:49:36.391028
101d4edc-33c0-4b41-9f05-235fac5684a5,a58a3311-7f19-40da-af61-cfbc3ab0a224,bb566f94-e52c-4412-a82b-d8421628fdce,a3a78246-6e84-46ae-ba9c-45b0c57412c0,2026-02-06,2026-02-06,0,,winter,2026-05-14T19:49:36.391049
632f8cce-815c-433b-a11f-470ffc5c9eb4,b66dc83a-5b63-402f-ad9d-4040b379d682,f6389092-6f95-4c40-8535-08b0c21124a0,613f1902-2368-4b07-9b0b-0ed941f8ca3f,2025-12-12,2025-12-12,0,,winter,2026-05-14T19:49:36.391070
e9ac6399-0d83-4eaa-bdfa-95a0e45bd1b9,121c0596-cdb8-467a-a0ad-ee0ff1f2abb7,6a58e677-274d-4820-8348-1bb1cae5add1,e3cf76ed-9280-497d-931f-6046cfa89558,2025-08-01,2025-08-01,0,,monsoon,2026-05-14T19:49:36.391091
e130abac-b1b7-41c9-ac22-6e02855c69e5,5315bf6a-1cae-46bf-9f0c-5ef552e4cd3e,4aca3b60-5012-43c4-abc2-cd144f319367,7696c106-17ab-4826-a71c-49eff737c053,2026-04-13,2026-04-13,0,,summer,2026-05-14T19:49:36.391111
45a49f72-9f73-4d97-971c-55d6ebaf4a7a,3d1ac3d0-2e75-4a33-bf36-d3710b8fddcb,45e53695-1506-4f45-b5b7-cb31c4797e0e,bfd701a9-5ee1-408c-864a-c61afff88353,2026-03-24,2026-03-24,0,,summer,2026-05-14T19:49:36.391132
0d826a16-4400-4067-a560-2f67602759af,1b574b16-dd97-4f1b-bd1e-8bc1c0e214e2,b7772cfb-9427-4bf8-94a6-f478bd24d2d1,fe94d45c-847d-44e7-a34d-6887fd98847a,2025-10-09,2025-10-09,0,,post_monsoon,2026-05-14T19:49:36.391152
65e17092-7972-4a22-b2fc-0764a49a17f0,6337e27e-e39d-4fc0-8854-1f1dca1574a4,17b991fb-513c-4207-ad77-ec0be46f0305,e89dcc1e-b3c5-45bc-9d3f-f0232c7fbf3d,2025-08-16,2025-08-16,0,,monsoon,2026-05-14T19:49:36.391172
5d3afc4f-12e9-4127-8122-290d7b193710,52852730-71f8-4b0f-a720-cc2cd2a0dc24,937267a5-13c4-43fa-9841-18aa7b3116f9,e879bb2c-a142-42d2-b35b-eef240c98751,2026-01-15,,-2,,winter,2026-05-14T19:49:36.391192
37bb0dd6-fb18-44b9-8909-679276e8b21f,8f23a506-e91c-40b4-b4b0-27a008332734,920beb94-392d-4d45-99e8-14ec69798aa6,ad0943ad-c637-438f-9661-fe6b21b625f6,2025-09-20,2025-09-22,2,weather,monsoon,2026-05-14T19:49:36.391213
49bf961b-b878-4ff3-bd3c-ec12e1fe587a,8792fa69-3904-4edf-96f7-9b7a5cb00bf7,bb84cadb-6f5a-43f3-9292-e443a44cfb1d,b24ac878-b31f-4a6e-955a-34153068a0b1,2025-12-04,,0,,post_monsoon,2026-05-14T19:49:36.391233
876f50a8-f4a2-471e-9411-a0d87e840fb5,94c74fd2-1010-4a65-8cb6-4829b2ac23c3,f843db1e-eb10-4099-ba26-42c3c384c6e7,7ef64dfe-808f-4c10-b898-4d57cb025650,2025-07-12,,0,,monsoon,2026-05-14T19:49:36.391252
a5ef61d0-46e5-4aca-997c-9efb1c93171e,4c2bb8d7-919c-4562-b7d1-0512783854ff,29c67ea0-fd8c-4e42-bcab-625e1260e889,297dd953-c79a-4865-a876-60fdf7fa7807,2026-02-09,2026-02-09,0,,winter,2026-05-14T19:49:36.391273
6b630fdf-a8c4-4728-9d67-2c6c61f9569c,fa0480b0-94d6-4a0d-b93b-ae04013e8977,31715682-9f21-4349-8ca6-e44a4044d312,a52d8730-de9d-40b4-80e2-4eacf73529e0,2026-01-11,2026-01-11,0,,winter,2026-05-14T19:49:36.391293
4ba85f64-465f-42fe-a791-b8f387dc645f,07f8d02c-ee47-48f8-9fb5-75155c6c0900,29c67ea0-fd8c-4e42-bcab-625e1260e889,a52d8730-de9d-40b4-80e2-4eacf73529e0,2026-05-09,,0,,summer,2026-05-14T19:49:36.391312
f40703fa-74ce-4e96-94d3-1e685e6aa5b1,09535aa0-f9b8-4fbe-9b23-14a554427ccc,f843db1e-eb10-4099-ba26-42c3c384c6e7,613f1902-2368-4b07-9b0b-0ed941f8ca3f,2025-07-22,2025-07-24,2,other,monsoon,2026-05-14T19:49:36.391333
512e5bea-cd45-4fd2-be4d-d3d370cd501a,5d06c7f8-3f70-4217-aff6-1ffaee7f8f49,29c67ea0-fd8c-4e42-bcab-625e1260e889,70a64c46-c46c-42ac-b6a4-d928e1c43cd3,2025-08-09,2025-08-09,0,,monsoon,2026-05-14T19:49:36.391353
595f37e5-7da4-4ebd-8b5d-6e9387a83618,8f72846e-6009-47ae-835d-bd283a7680bf,f843db1e-eb10-4099-ba26-42c3c384c6e7,e89dcc1e-b3c5-45bc-9d3f-f0232c7fbf3d,2026-01-17,,1,other,winter,2026-05-14T19:49:36.391373
57abf11f-8c35-4dbc-80e6-c3e30bf42ef7,d2feeeee-f9e3-4dda-92bb-ec2946b64c25,6a85f38b-d328-4fa9-9f17-1b268d63f0e9,e3cf76ed-9280-497d-931f-6046cfa89558,2025-05-29,,0,,summer,2026-05-14T19:49:36.391392
bb7d8192-5a76-41d4-8b8f-c7ffd2a29335,cf1a62e4-2e60-491d-aa51-d3e685c95699,f843db1e-eb10-4099-ba26-42c3c384c6e7,0915b33c-453b-4991-8bc0-f69300e81ba0,2025-07-18,2025-07-18,0,,monsoon,2026-05-14T19:49:36.391412
a831f1df-381c-4b15-940e-348a264043f5,8ec734ec-5845-4d2b-ac4e-4eb71ca9df12,ad61084c-5628-45bc-9dbd-f6084b0a5ed2,ce29f402-2f4c-44e7-bfc4-cbf36d01930a,2026-02-07,2026-02-07,0,,winter,2026-05-14T19:49:36.391432
e1412f7e-c783-4a14-929e-18311dff5bd2,6be72a2e-6271-462c-b642-658d3f59fef3,bb84cadb-6f5a-43f3-9292-e443a44cfb1d,78e90da9-56fd-4222-b113-62f6b30846bf,2025-08-20,,0,,monsoon,2026-05-14T19:49:36.391451
b85ebd8e-7e24-43e6-ba8a-f63b60cf07b3,23c9c2ac-4605-4ff1-8f12-0eea37832ef2,17b991fb-513c-4207-ad77-ec0be46f0305,f346b852-2858-43d4-825a-03b89a4875c8,2025-05-26,2025-05-26,0,,summer,2026-05-14T19:49:36.391471
e0990c6a-76a0-4327-9e44-fe2fa1c24b92,b110ca7e-083e-444d-8d6a-1a204adf8dd1,6fe57ad1-2193-4ea6-8291-42ddfb3c9a49,a52d8730-de9d-40b4-80e2-4eacf73529e0,2026-05-10,2026-05-10,0,,summer,2026-05-14T19:49:36.391490
ef84ca91-88e9-4486-9aba-dec323efa749,b072b3ec-e6ad-4ce5-b067-e8c0d84bd0ef,f843db1e-eb10-4099-ba26-42c3c384c6e7,6cee1fab-054a-4d0d-9781-3982daa1a9cd,2026-04-19,2026-04-19,0,,summer,2026-05-14T19:49:36.391510
22426000-fdfb-4bc6-8380-952b5592c95c,a5d8106e-1790-4625-94a9-efe89720a5f5,6a58e677-274d-4820-8348-1bb1cae5add1,bc3dd140-7195-4618-9a27-4e4bbe66a3ad,2025-10-24,2025-10-24,0,,post_monsoon,2026-05-14T19:49:36.391531
931ce722-48b8-48cd-a3a5-dc1789770325,6547f6fd-515d-4586-8aa9-d4e292527011,0e9a0cc7-1b53-407b-9caf-2d2d4b1ff0a9,f346b852-2858-43d4-825a-03b89a4875c8,2025-08-02,,1,weather,monsoon,2026-05-14T19:49:36.391551
7cfe2f73-18ec-40e9-a90d-6be966ca7112,b6cf5d09-5c4e-4e81-9ace-9219eb591a83,f6389092-6f95-4c40-8535-08b0c21124a0,613f1902-2368-4b07-9b0b-0ed941f8ca3f,2025-10-14,2025-10-14,0,,post_monsoon,2026-05-14T19:49:36.391572
405a1e6f-e3f4-4018-adf8-99047cad3628,76f9b059-93f3-47a7-a55e-1266a1378d90,417f137f-a65d-40bf-8361-9a2bbab8b9a2,c8f0649a-61df-463e-bd9c-0970c729a775,2025-11-04,2025-11-04,0,,post_monsoon,2026-05-14T19:49:36.391591
039ad871-5d42-437e-bc7f-95377f257a69,1741d3b3-2e3b-4d1f-9d34-9905f3755a45,ad61084c-5628-45bc-9dbd-f6084b0a5ed2,e879bb2c-a142-42d2-b35b-eef240c98751,2025-12-13,,0,,winter,2026-05-14T19:49:36.391612
51a27abf-c50d-436a-8473-804e8fd11b6e,9f8eedaf-39b8-49b6-95df-125000095941,9fb02bc6-4c92-42ba-b82d-09964e7150e0,e178916b-c032-42ea-b53a-83c0a730430c,2026-01-31,,2,transport,winter,2026-05-14T19:49:36.391632
91bbb4c9-0e05-4102-ac05-029350627088,2836ea0d-835f-4b60-b24e-e5fdf5a706d8,0e9a0cc7-1b53-407b-9caf-2d2d4b1ff0a9,0694a9d4-8be8-40b3-8d84-4c92a13ec43f,2026-02-16,,0,,winter,2026-05-14T19:49:36.391651
26bc7647-dcca-4196-bf11-4b2d52cf19c4,eab18430-dc83-4991-83cd-20d38f119023,ad47af14-149b-4b9c-b2f5-cb3f3e91b52f,50cc9640-dd9a-4519-af61-d5085f148369,2025-07-17,,0,,monsoon,2026-05-14T19:49:36.391670
523662ec-542a-4886-b029-72771de10756,f2732504-fca3-45fd-baba-7a0f192c758a,eea54b34-d4ca-4d98-9111-bd08d2c701a7,ce29f402-2f4c-44e7-bfc4-cbf36d01930a,2025-05-24,,2,stock_shortage,summer,2026-05-14T19:49:36.391691
abddb9ee-d9ec-4b4c-8b35-cda10893d5a5,83505b80-73d3-4674-b75f-fed86fb37304,ad61084c-5628-45bc-9dbd-f6084b0a5ed2,b9d977b4-833e-49c9-b626-8488695adbd7,2025-07-01,2025-07-01,0,,monsoon,2026-05-14T19:49:36.391710
d7409c21-6ec9-427d-a927-b56d7ac7ac0e,0a39c226-e71a-452c-9d3f-fd2b4cc41d0c,29c67ea0-fd8c-4e42-bcab-625e1260e889,0fc06af5-8b70-4a58-b529-87f012309718,2025-08-12,,0,,monsoon,2026-05-14T19:49:36.391730
5e08bd2a-656e-4166-ae98-7265d903e224,c852d1c6-aeae-4662-9b87-0368a7ae3d7e,6a58e677-274d-4820-8348-1bb1cae5add1,e89dcc1e-b3c5-45bc-9d3f-f0232c7fbf3d,2026-04-11,2026-04-11,0,,summer,2026-05-14T19:49:36.391749
4dffd3ee-5328-43eb-a425-01cd2c3b5a57,f16b6f64-37b3-4eca-b039-bb492cc3e89f,00683dfc-65fe-4a94-b334-4ff169848269,ccf12a69-4b18-4456-ae6d-32b2d937a78c,2025-07-31,2025-07-31,0,,monsoon,2026-05-14T19:49:36.391769
7dcec9a0-275d-4163-af9a-2a9e5869cea4,4979035a-99c4-4156-8e7b-f2d4e98efaac,4aca3b60-5012-43c4-abc2-cd144f319367,b3ff0bb8-5672-4610-a289-2ad9598170bb,2025-05-24,,0,,summer,2026-05-14T19:49:36.391788
16b0f569-cef6-4a40-86dd-f3ef3f94117b,0a173d0e-45f4-46d5-87d2-ada8e849c063,589325e8-ed43-4f59-bec5-160a1c7739e6,4ea639df-c0be-44e1-86b8-7fb4cd6ea4e9,2026-04-07,2026-04-07,0,,summer,2026-05-14T19:49:36.391808
a845a273-e0af-455c-bd54-1339acded67f,c2e7f091-30d4-4d31-befa-b74da287c03b,17b991fb-513c-4207-ad77-ec0be46f0305,5f810d20-b641-4084-9fe1-28765a08f313,2026-05-04,2026-05-05,1,stock_shortage,summer,2026-05-14T19:49:36.391829
d7347252-7cb1-4c69-aa5a-0637b905e5b7,93cfed3b-ae4e-496d-9b17-d7a32be0aaa1,b7772cfb-9427-4bf8-94a6-f478bd24d2d1,10dad2ad-1647-43b3-809a-b20dd7d488b4,2026-05-09,2026-05-09,0,,summer,2026-05-14T19:49:36.391849
0488f212-1272-4feb-b7a9-2691c4a0e546,97857ebb-5ad8-42f3-8193-4b153e72f565,31715682-9f21-4349-8ca6-e44a4044d312,e89dcc1e-b3c5-45bc-9d3f-f0232c7fbf3d,2026-02-17,2026-02-17,0,,winter,2026-05-14T19:49:36.391869
0b0af325-efcc-4dd9-b423-cd0f6fa74e80,d9471c3f-c746-4292-a341-736564e1fd2e,f6389092-6f95-4c40-8535-08b0c21124a0,3fbe10a2-9d8f-4ea9-a2d6-16499f003cf9,2025-07-20,2025-07-21,1,weather,monsoon,2026-05-14T19:49:36.391890
